fsd_no;fsd_vr;fsd_id;syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;k2;k3;k5_9;k41a;k41a_1;k41b;k41b_1;k41c;k41c_1;k21c_1;k21c_4;k21c_5;k21c_6;k26_1;k26_2;k26_3;k20b_1;k20b_2;k20b_3;k20b_5;k20b_7;k32a;k33_1;k33_2;k33_3;k33_4;k33_5;k33_7;k33_6;k33_8;k9a_07;k9a_07c;k9a_07b;k9a_09b;k9a_10b;k13_1;k13_2;k22_6;k22_8;k22_10;k20a_02;k20a_09;k21b_1;k21b_2;k52a;k52b;k52c;k53;k21b_4;k46a;k46b;k47;k48;k11a_1;k11a_2;k11a_3;k11a_4;k42e;k42a;k43a;k43e;k43g;k21c_8;k21c_9;k28a;k28b;k32;k55;k56a;k56b;k56c;k56d;k57a;k57b;k57c;k22_1;k22_2;k23;k24;k25_1;k25_4;k25_6;k25_7;k25_8;k25_9;k40;tb_paino
3493;1;1;1962;57;9;1;1;1; ;2;3; ;1; ;1; ;2;2;42;2;2;0;0;0;0;2; ; ;8;1;1;3; ;3; ;3; ;5;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;2;3;3;2;3;1;1;9;1;1;2;1;1;1;1;1;2;1;999;2;1;1;1;1;1;2;1;1;2;2;2;2;2;4;3;4;5;4;3;1;1;0;2;1;2;2;1;4;3;4;3;3;2;3;2;2;2;2;3;8;2;,793019969212518
3493;1;2;1966;53;8;1;1;1; ;9;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;9;2;1;1;3;1;2;1;2;2;4;4;1;2;1;4;3;3;3;3;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;3;1;4;2; ;2;1;2;1;3;1;2;2;2;1;1;1;1;2;1;5;5;5;1;2;3;3;66;3;4;4;2;2;4;2;2;4;4;3;4;5;5;5;4;5;3;2;,936230939288117
3493;1;3;1976;43;6;1;1;1; ;2;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;3;2;1;1;2; ;2; ;3;3;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;3;3;2;2;1;1;2;1;1;1; ;2; ;2;1;3;1;2;2;2;1;2;2;1;1;2;1;3;3;2;1;2;3;4;3;4;4;2;1;1;2;2;3;2;2;1;4;5;4;3;3;2;4;2;2;2;3;2;8;2;1,0261269066532
3493;1;4;1965;54;8;1;1;1; ;9;3; ;2; ;2; ;2;2;22;2;2;0;0;0;0;2;0;1;3;3;1;1;3;2; ;2; ;4;4;4;4;2;3;4;4;4;4;4;4;1;2;1;2;1;3;3;1;2;2;3;1;1;1;1; ;2; ;3;2;4;2; ;2;2;1;2;3;1;1;2;2;4;1;4;4;2;1;5;2;2;2;4;1;1;10;1;2;3;2;2;4;4;4;4;2;1;3;3;4;3;3;5;2;2;,936230939288117
3493;1;5;1989;30;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;1;2;3;1;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;1;2;1;1;2;1;2;3;2;4;1;2;5;4;4;3;2;1;1;3;3;3;2;3;2;4;4;4;3;3;2;3;2;2;1;2;3;8;1;1,31431341450196
3493;1;6;1971;48;7;1;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;9;1;1;2; ;1;2;1;2;3;2;1;2;2;1;2;2;2;3;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;1;5;2;2;1;2;2;1;2;2;1;3;3;4;3;1;2;2;4;4;4;3;2;2;2;2;3;2;3;3;3;3;3;3;3;2;3;2;3;3;3;3;7;2;1,0112245950155
3493;1;7;1998;21;2;1;1;1; ;3;3; ;1; ;2; ;2;2;15;2;2;0;0;0;0;2; ; ;5;1;1;3; ;2; ;2; ;4;1;1;5;2;2;9;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2; ;1;2;1;2; ;2;1;2;2;1;1;2;2;1;3;3;4;1;2;2;1;2;5;3;3;1;1;0;3;2;2;2;1;3;4;4;4;4;1;4;2;2;2;2;1;10;2;1,78451185359147
3493;1;8;1966;53;8;1;1;1; ;3;3; ;2; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;1;2;1;2; ;2; ;2; ;4;1;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;2; ;1;2;1;2; ;2;2;2;2;1;1;2;2;1;1;1;1;1;1;1;5;1;5;3;1;2;1;1;1;2;1;1;1;4;4;5;3;4;2;4;2;2;2;3;3;9;1;,980489594294518
3493;1;9;1972;47;7;1;1;1; ;2;3; ;2; ;1; ;2;2;38;1;2;3;0;13,2;0;1;6;2;3;3;2;1;3;1;2;1;1;3;3;1;3;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;5;2;1;1;1;1;1;2;1;1;3;3;3;1;1;2;4;5;2;4;2;1;2;0;2;3;2;2;1;4;4;4;4;3;2;3;3;3;3;3;3;8;1;,933398023529899
3493;1;10;1980;39;5;1;1;1; ;2;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;2;2;1;2;1;2;2; ;1;1;1;4;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;2;3;1;1;2;3;3;1; ;1;1;1;1;3;1;2;2;1;1;2;1;1;2;2;1;3;3;3;3;1;1;2;4;5;2;1;3;5;44;5;4;3;4;3;3;3;3;3;4;1;1;1;1;1;1;1;9;2;1,0261269066532
3493;1;11;1962;57;9;1;1;1; ;2;3; ;2; ;1; ;2;2;40;1;2;3;0;13,2;0;2; ; ;11;4;1;1;3;3; ;2; ;2;2;2;2;3;4;3;2;5;3;4;3;1;2;1;2;2;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;2;2; ;2;2;2;1;2;1;1;2;1;3;4;3;1;1;1;2;5;4;3;2;2;2;0;3;2;3;4;1;4;4;4;3;3;3;2;4;2;4;3;3;6;2;,793019969212518
3493;1;12;1980;39;5;1;1;1; ;2;2; ;4; ;1; ;2;2;45;2;2;0;0;0;0;1;16; ;11;2;1;2; ;2; ;2; ;2;3;3;1;4;2;2;1;3;2;3;1;1;2;2;2;2;2;2;2;2;2;1;2;3;1;1; ;2; ;1;2;3;1;4;1;1;1;2;2;1;1;2;1;3;4;3;3;1;2;5;4;2;3;2;1;1;3;3;3;2;1;1;4;4;4;4;4;1;4;4;3;3;2;4;4;2;1,0261269066532
3493;1;13;1960;59;9;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;3;2;1;3;2; ;2; ;2;1;1;2;2;2;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2; ;2;1;1;1;3;1;1;1;1;2;2;2;1;1;2;4;4;4;4;4;1;1;0;1;1;1;1;1;1;5;4;4;4;2;2;2;2;2;2;2;8;2;,813059772598384
3493;1;14;1981;38;5;1;1;1; ;2;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;2; ;1;2;1;2;1;2;2;2;3;3;3;2;2;3;3;4;1;2;1;2;1;2;3;2;1;2;2;3;1;1;1; ;1;1;3;1;4;1;1;2;1;1;1;3;1;2;2;1;3;3;4;2;1;2;2;3;3;4;1;2;2;20;5;4;4;4;2;2;2;3;4;3;3;4;3;4;4;4;3;8;2;1,0261269066532
3493;1;15;1970;49;7;1;1;1; ;4;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;1;3;2;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2;1;2;1;1;1; ;1;1;1;1;2;1;10;2;1;2;2;1;1;1;2;1;3;1;4;1;2;2;3;2;4;3;3;1;2;5;3;3;2;2;1;4;4;4;3;3;1;2;2;2;2;2;2;5;2;1,03126439840131
3493;1;16;1973;46;7;1;1;1; ;2;3; ;2; ;1; ;2;2;45;1;2;8;0;35,2;0;2; ; ;11;1;2;2; ;3; ;1;3;1;1;1;1;2;1;2;1;1;2;2;3;1;2;2;2;3;3;3;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;3;2;3;1;1;3;3;5;3;2;1;2;2;1;3;2;2;1;4;4;4;4;4;2;2;3;3;3;2;3;9;1;,933398023529899
3493;1;17;1962;57;9;1;1;1; ;2;3; ;1; ;1; ;2;2;40;1;2;2;0;8,8;0;2; ; ;7;1;3;2; ;3; ;3; ;2;2;2;2;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;1;2;2;1;1;1;1;1;2;1;2;2;4;2;1;3;4;3;4;4;3;1;1;21;2;2;2;2;1;4;4;4;3;3;2;4;4;4;3;3;4;9;2;,793019969212518
3493;1;18;1966;53;8;1;1;1; ;3;1; ;9; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;7;1;2;1;1;1;3;2; ;2;2;1;1;2;1;2;2;1;2;2;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;2;3;4;2;4;5;4;3;3;1;2;2;3;3;4;3;4;2;4;4;4;4;4;3;3;3;3;3;2;3;6;1;1,0112245950155
3493;1;19;1958;61;10;1;1;1; ;3;3; ;2; ;1; ;2;1;45;2;2;0;0;0;0;2; ; ;11;2;2;1;3;1;1;1;2;2;2;3;2;2;2;3;3;2;2;2;3;1;2;1;2;1;2;2;2;3;1;2;1;1;1;1; ;1;2;3;1;3;2; ;2;1;1;2;2;1;1;2;1;4;4;4;4;2;1;5;4;1;2;1;2;2;0;3;3;3;2;2;4;2;4;4;3;1;3;4;2;3;3;3;8;1;,826587885691714
3493;1;20;1982;37;5;1;1;1; ;2;3; ;2; ;1; ;2;2;40;1;2;2;0;8,8;0;2; ; ;4;3;2;2; ;2; ;2; ;2;1;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;2; ;2;1;1;2;1;1;1;1;1;3;3;3;3;1;2;2;4;5;3;2;2;2;7;3;3;3;3;2;4;3;4;2;5;2;4;4;9;3;3;3;7;2;1,0261269066532
3493;1;21;1973;46;7;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;2;1;1;3;2; ;2; ;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;3; ;1;1;2;1;2;2;2;1;2;1;1;2;2;1;3;3;4;4;1;2;5;5;4;4;3;1;1;5;3;2;3;3;1;3;3;2;3;2;1;4;3;3;3;4;3;9;2;,933398023529899
3493;1;22;1993;26;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;1;1;2;3; ;1;3;3; ;4;2;2;3;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;9;1;1;2;1;1;1;2;3;2;2; ;2;1;1;2;2;2;2;1;1;3;1;4;2;2;2;2;3;5;4;4;1;1;10;3;2;3;3;2;4;4;3;3;3;2;3;3;4;2;3;2;7;2;1,22692678075923
3493;1;23;1987;32;4;1;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;2;2;2; ;2; ;1;2;1;3;2;2;2;2;2;2;1;2;2;4;1;2;2;2;2;1;2;2;2;1;1;2;1;1;1; ;1;1;1;1;2;1;10;2;1;1;2;1;1;2;2;1;3;3;3;4;2;1;5;4;5;3;1;1;3;15;5;4;4;4;2;3;3;4;4;3;2;3;4;2;2;3;3;10;1;1,25074539689732
3493;1;24;1985;34;4;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;1;2; ;2; ;2; ;3;2;1;2;3;1;2;2;3;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2; ;2;2;2;2;2;2;2;2;2;4;3;3;4;1;4;5;4;5;2;3;1;2;0;5;2;3;3;2;3;3;2;3;3;1;3;3;3;3;3;3;8;2;1,26049469723838
3493;1;25;1993;26;3;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;2; ;2;1;1;2;4;2;2;1;1;1;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;2;2;1;1;1;2;2;1;1;1;2;2;2;4;1;3;4;1;4;5;2;5;2;3;2;2;4;5;4;4;3;3;2;2;1;4;4;1;3;3;3;3;3;3;7;2;1,26049469723838
3493;1;26;1981;38;5;1;1;1; ;2;2; ;4; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;8;1;1;1;3;1;2;1;1;2;1;1;1;3;3;1;2;1;1;1;3;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;10;2;1;1;1;1;1;1;1;1;1;3;3;1;1;1;4;3;3;3;2;3;2;0;2;2;1;4;2;4;4;4;4;4;1;4;2;1;2;1;2;9;2;1,0261269066532
3493;1;27;1990;29;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;1;2;4;0;17,6;0;2; ; ;7;1;1;2; ;2; ;1;3;3;1;1;2;2;2;2;1;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4;4;2;1;1;5;2;2;2;3;2;4;4;4;4;4;1;3;3;3;4;3;4;7;1;1,17291882541173
3493;1;28;1992;27;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;2;2;2; ;1;3;1;3;2;2;1;2;2;2;1;1;1;1;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;3;3;2;1;2;3;2;5;3;2;1;1;2;2;2;1;2;1;4;4;3;4;3;2;4;4;4;4;4;1;9;2;1,17291882541173
3493;1;29;1996;23;2;1;1;1; ;5;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;5;2;1;1;3;2; ;2; ;3;1;2;1;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2; ;2;1;1;1;3;3;2;3;2; ;1;2;2;1;5;2;2;2;1;1;2;2;2;1;2;2;1;3;2;4;5;4;4;4;3;1;2;0;2;2;3;1;2;4;4;3;3;3;1;3;3;3;3;3;2;8;2;1,85850930913331
3493;1;30;1992;27;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;1;1;2; ;1;3;1;3;2;1;1;5;4;2;1;1;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;2;1;1;1;2;3;1;15;1;1;1;1;2;1;1;2;1;2;3;3;2;1;3;4;4;5;4;2;1;2;0;3;4;4;2;1;2;3;4;4;4;1;2;3;2;3;3;3;6;2;1,17291882541173
3493;1;31;1989;30;4;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;2; ;3;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2; ;1;1;2;2; ;2;2;2;2;1;1;2;2;1;2;2;4;3;2;3;5;5;5;4;3;1;1;5;1;1;2;2;2;4;4;3;4;4;2;4;2;2;1;3;3;8;2;1,17291882541173
3493;1;32;1955;64;10;1;1;1; ;1;1; ;3; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;1;3;5;3;3;1;2;4;2;3;2;3;4;4;1;2;1;2;1;2;2;2;2;2;2;1;1;1;1; ;1;1;1;1;4;1;5;2;1;1;2;3;1;2;2;1;4;1;4;4;2;3;5;5;3;4;3;1;1;2;1;2;3;2;2;3;3;3;4;4;3;3;4;3;2;4;3;6;2;,793019969212518
3493;1;33;1981;38;5;1;1;1; ;5;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;1;3;3;1;4;2;3;4;3;3;4;3;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1; ;1;2;1;2;3;2; ;2;1;2;1;3;1;2;2;1;3;3;1;4;2;2;5;2;3;4;1;1;3;18;5;4;3;4;1;3;3;4;4;4;1;3;4;9;3;3;5;5;1;1,15796143348626
3493;1;34;1984;35;4;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;3;1;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;2;2;2;1;1;1;2;3;3;2;3;4;2;2;5;4;5;4;4;1;2;3;1;2;2;2;2;4;4;2;3;3;1;3;3;3;1;3;3;7;1;1,25074539689732
3493;1;35;1991;28;3;1;1;1; ;9;3; ;2; ;1; ;2;2;36;2;2;0;0;0;0;2; ; ;11;1;2;2; ;1;3;2; ;2;1;1;1;1;1;2;3;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;1;1;3;1;1;1;1;1;2;2;2;1;2;4;3;3;2;1;5;5;5;2;2;1;1;3;2;2;2;2;1;4;4;3;4;4;1;3;3;3;2;2;3;8;2;1,26049469723838
3493;1;36;1999;20;2;1;2;1; ;7;3; ;2; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;2;2;1;1;3;1;3;2; ;4;2;2;1;3;1;1;3;2;4;1;2;1;2;2;2;2;2;2;2;2;3;1;1;1;1;2;2;1;2;1;3;3;2; ;1;2;2;1;4;1;2;2;1;3;3;4;4;1;1;5;2;2;2;2;1;1;2;3;2;3;3;2;4;3;3;4;4;2;1;2;2;2;2;1;7;2;1,72950769805848
3493;1;37;1967;52;8;1;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;5;2;3;1;2;2; ;1;2;4;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;2; ;1;1;2;1;1;1;1;1;2;1;1;1;1;1;3;1;3;1;1;4;1;2;5;4;4;2;1;1;1;1;2;2;1;4;4;4;4;4;2;3;3;2;2;2;2;9;1;,987405978877356
3493;1;38;1965;54;8;1;1;1; ;2;3; ;2; ;1; ;2;2;50;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;1;2;1;2;3;2;3;2;2;2;3;3;2;2;2;2;2;2;2; ;2;1;2;1;1;1;2;1;2; ;1;2;2;2; ;2;1;2;2;1;1;1;2;1;3;3;1;1;1;2;3;3;2;4;1;1;2;3;4;4;3;3;2;2;3;4;4;4;3;3;3;3;3;3;4;8;1;,933398023529899
3493;1;39;1958;61;10;1;1;1; ;2;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;3;1;1;1;3;2; ;2; ;2;1;1;2;3;1;2;2;2;3;3;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;2;1;1;5;2;1;1;1;1;1;1;2;2;3;2;3;3;2;2;5;2;3;2;2;2;2;4;3;2;1;3;1;4;5;4;4;4;2;3;4;4;3;3;4;8;1;,793019969212518
3493;1;40;1987;32;4;1;1;1; ;3;3; ;1; ;1; ;2;2;43;1;2;5;0;22;0;2; ; ;6;1;2;1;1;1;1;1;2;2;5;3;1;1;2;3;2;1;3;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;4;2;1;1;1;2;1;1;2;1;3;3;3;3;1;2;5;2;4;2;2;2;2;0;2;2;2;1;1;4;3;4;4;4;1;2;4;3;9;3;3;8;2;1,25074539689732
3493;1;41;1982;37;5;1;1;1; ;1;3; ;2; ;1; ;2;2;48;1;2;7;0;30,8;0;2; ; ;6;2;1;1;3;1;2;1;2;2;1;1;2;2;2;1;1;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;2; ;1;1;2;1;10;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;3;2;2;3;2;1;1;2;3;3;3;3;2;3;4;4;4;4;2;4;3;3;3;2;3;9;1;1,08013486200066
3493;1;42;1970;49;7;1;1;1; ;2;1; ;3; ;1; ;2;2;40;2;2;0;0;0;0;1;8;2;9;4;3;1;3;3; ;1;2;2;2;2;1;2;1;2;2;2;2;3;3;1;2;2;2;2;1;1;2;2;1;1;1;1;1;2;2;2; ;1;1;3;1;5;2;1;1;2;2;2;2;2;1;2;3;4;4;1;2;1;2;5;4;2;1;3;5;4;5;2;2;2;2;3;4;4;4;2;3;3;3;3;3;3;6;2;,933398023529899
3493;1;43;1992;27;3;1;1;1; ;3;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;1;1;1;3;1;2;2; ;1;2;3;2;2;2;2;3;1;2;3;3;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1; ;1;1;1;1;3;1;5;2;1;2;1;1;1;1;1;1;3;1;3;3;2;1;3;1;4;3;1;1;3;2;3;3;3;3;2;3;3;3;3;3;1;2;2;2;2;3;2;9;1;1,30475335224478
3493;1;44;1982;37;5;1;1;1; ;2;3; ;2; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;11;2;1;1;2;1;3;1;2;3;1;1;3;1;1;2;2;1;2;1;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;8;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;3;5;4;2;2;2;3;1;2;2;2;2;4;5;4;4;4;2;3;3;2;2;2;3;8;1;1,0261269066532
3493;1;45;1987;32;4;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;2;1;1;2;1;3;1;2;2;2;1;1;2;1;2;3;1;2;1;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;2;2;1;1;2;2;1;1;2;5;4;4;4;2;1;2;1;4;2;3;3;2;4;3;4;4;4;1;4;4;3;2;2;3;8;2;1,17291882541173
3493;1;46;1987;32;4;1;1;1; ;3;3; ;2; ;1; ;2;2;60;2;1;0;10;0;44,2857142857141;1;2; ;3;2;2;1;2;1;2;1;2;2;2;2;2;3;2;3;2;2;1;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;2;3;2; ;2;2;2;1;1;1;1;1;1;3;3;2;1;2;4;3;1;2;3;2;2;2;0;3;2;3;2;1;4;4;4;2;2;1;3;3;2;2;2;1;7;1;1,17674794135554
3493;1;47;1960;59;9;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;2;3;1;3;2; ;2; ;2;2;1;2;2;2;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;3;2; ;2;2;2;2;1;1;1;2;1;3;3;4;3;2;2;4;4;4;3;2;2;2;0;3;3;3;2;2;3;3;3;3;3;2;4;3;2;3;3;3;7;2;,847027924559976
3493;1;48;1978;41;6;1;1;1; ;9;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;2;1;1;2;2; ;2; ;2;4;2;3;3;3;3;3;4;3;3;2;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2; ;3;2;2;2; ;2;2;2;2;3;2;2;2;2;3;2;3;3;2;1;5;5;5;1;2;2;3;15;4;4;4;4;3;4;2;3;2;2;2;3;3;3;3;2;3;9;2;1,0596948231324
3493;1;49;1960;59;9;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;2; ;2; ;2; ;3;2;1;1;3;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;2;2; ;2;2;2;2;2;2;2;2;2;2;1;1;3;1;4;5;4;5;2;3;2;2;0;1;2;2;2;2;3;3;4;4;4;3;3;3;3;3;3;3;5;2;,924854496045572
3493;1;50;1968;51;8;1;1;1; ;9;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;3;1;1;2;2; ;2; ;1;3;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;2; ;1;1;4;2; ;2;2;2;1;1;1;1;2;1;2;2;3;4;1;2;5;4;5;3;3;2;1;35;1;2;3;3;1;3;3;3;3;4;2;3;2;2;2;2;3;7;2;,936230939288117
3493;1;51;1992;27;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;2; ;4;2;2;3;3;3;2;2;1;3;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;4;1;3;1;1;2;1;3;2;1;2;1;2;2;3;2;1;4;4;5;4;4;2;2;2;61;3;3;2;3;1;3;4;3;5;5;2;5;3;3;3;3;4;6;2;1,17291882541173
3493;1;52;1957;62;10;1;1;1; ;9;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;4;3;1;3;3;4;4;3;1;3;4;2;2;2;2;2;2;3;3; ;2;1;1;1;1;1;2;1;2; ;1;2;3;2; ;2;2;2;2;1;2;2;2;1;2;1;4;3;2;1;5;4;4;3;3;2;2;0;1;2;2;1;1;2;3;4;2;3;2;4;4;2;4;3;3;8;2;,880595841039171
3493;1;53;1977;42;6;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;3;2;2; ;1;2;1;1;3;1;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;2;1;2;3;2;1;1;2;2;3;5;4;2;2;2;6;2;2;2;2;1;4;4;4;4;4;1;2;3;2;2;2;3;7;1;1,08013486200066
3493;1;54;1958;61;10;1;1;1; ;7;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;3;3;1;3;3;1;2;2;1;3;3;2;2;2;2;3;2;2;2; ;2;1;1;2;1;1;1; ;2; ;2;1;2;1;5;2;1;2;1;1;1;2;2;1;3;3;3;3;1;2;5;4;5;3;3;2;2;0;1;2;2;1;1;3;3;4;4;4;2;4;2;3;3;3;3;8;2;,795852884970736
3493;1;55;1987;32;4;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;10;1;1;3; ;2; ;1;3;2;1;1;1;1;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;1;1;1;2;1;6;1;1;2;1;1;1;1;2;1;3;3;3;3;2;1;4;4;5;4;2;1;1;0;3;2;2;2;2;4;4;4;4;4;1;3;3;3;2;2;2;8;2;1,17291882541173
