fsd_no;fsd_vr;fsd_id;syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;k2;k3;k5_9;k41a;k41a_1;k41b;k41b_1;k41c;k41c_1;k21c_1;k21c_4;k21c_5;k21c_6;k26_1;k26_2;k26_3;k20b_1;k20b_2;k20b_3;k20b_5;k20b_7;k32a;k33_1;k33_2;k33_3;k33_4;k33_5;k33_7;k33_6;k33_8;k9a_07;k9a_07c;k9a_07b;k9a_09b;k9a_10b;k13_1;k13_2;k22_6;k22_8;k22_10;k20a_02;k20a_09;k21b_1;k21b_2;k52a;k52b;k52c;k53;k21b_4;k46a;k46b;k47;k48;k11a_1;k11a_2;k11a_3;k11a_4;k42e;k42a;k43a;k43e;k43g;k21c_8;k21c_9;k28a;k28b;k32;k55;k56a;k56b;k56c;k56d;k57a;k57b;k57c;k22_1;k22_2;k23;k24;k25_1;k25_4;k25_6;k25_7;k25_8;k25_9;k40;tb_paino
3493;1;744;1990;29;3;1;1;1; ;8;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;5;1;2;2; ;2; ;2; ;5;2;2;2;4;3;4;2;3;2;1;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;2;2; ;2;2;3;2; ;2;1;2;2;4;1;1;2;2;3;3;4;4;2;1;5;4;5;2;4;1;1;3;1;1;3;1;1;3;3;2;3;3;2;4;3;3;3;3;3;7;2;1,24885345895072
3493;1;745;1989;30;3;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;3;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;1;1;1;2;1;2;2;2;1;3;2;4;3;1;2;5;5;5;4;4;1;1;0;1;1;2;1;1;4;3;3;4;4;2;3;3;2;3;3;2;8;2;1,16127758712407
3493;1;746;1955;64;10;1;1;1; ;4;3; ;2; ;2; ;2;2;22;2;2;0;0;0;0;2; ; ;4;3;1;1;2;2; ;1;3;3;3;3;3;2;2;3;3;2;3;3;3;2;3;1;2;2;2;2; ;2;2;9;1;1;1;1; ;2; ;2;2;3;1;2;2;2;2;2;3;2;2;1;1;3;2;4;4;2;4;5;4;5;3;3;2;2;3;3;2;2;2;3;4;4;3;3;3;2;4;4;4;4;4;4;7;1;,913213257757862
3493;1;747;1993;26;3;1;1;1; ;2;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;2; ; ;5;1;2;2; ;1;2;1;2;4;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2; ;2;1;1;3;1;1;2;2;1;1;1;1;2;1;4;1;1;1;1;1;1;1;1;1;2;3;2;1;2;1;3;2;2;3;1;1;2;10;4;3;3;2;3;3;4;3;4;4;1;3;3;3;2;2;3;10;1;1,21528554247152
3493;1;748;1996;23;2;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;2;1;3; ;2; ;2; ;3;2;2;3;2;1;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;2; ;1;1;1;1;1;2;1;2;1;3;2;4;3;1;4;5;5;5;4;3;1;2;0;2;2;2;3;1;4;4;3;5;3;2;4;1;2;2;2;3;9;2;1,70668528210593
3493;1;749;1980;39;5;1;1;1; ;2;2; ;4; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;6;2;2;2; ;2; ;2; ;3;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;2;1;1; ;1;1;1;2;1;1;1; ;2; ;3;1;2;1;3;1;1;1;1;1;2;2;2;2;2;2;2;3;2;2;5;4;2;4;3;1;1;1;1;2;2;2;2;4;4;4;4;4;1;3;3;3;3;3;3;9;2;,952129451111416
3493;1;750;1984;35;4;1;1;1; ;6;2; ;4; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;5;2;2;1;3;2; ;2; ;4;1;1;1;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;1;2;2;2; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;5;3;4;1;1;0;1;1;1;1;1;5;5;5;4;4;2;1;1;1;3;3;2;8;2;1,18649724169659
3493;1;751;1978;41;6;1;1;1; ;3;3; ;2; ;1; ;2;1;36;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;2; ;1;4;4;4;4;4;4;4;4;4;4;4;1;1;2;1;2;1;1;1;2;3;3;1;1;1;2;2;1;1;2;2;4;2; ;1;2;2;1;2;1;1;1;1;3;3;1;3;1;2;5;1;1;4;1;2;2;0;5;5;3;3;2;3;4;4;1;1;2;5;5;2;3;3;5;6;1;1,08396397794442
3493;1;752;1986;33;4;1;1;1; ;6;2; ;9; ;1; ;2;2;35;2;2;0;0;0;0;2; ; ;7;3;1;3; ;2; ;3; ;5;3;3;1;2;3;2;2;2;2;2;3;1;1;1;1;2;1;3;2;1;2;2;2;1;1;2;2;1;1;3;2;3;1;2;2;2;2;1;3;1;2;2;2;4;3;3;3;2;3;5;4;4;3;2;2;3;15;3;3;3;2;2;4;4;3;3;3;2;4;4;3;3;3;3;8;2;1,18649724169659
3493;1;753;1958;61;10;1;1;1; ;2;2; ;4; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;6;1;2;2; ;2; ;1;3;4;3;1;1;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;1;6;2;1;2;2;1;1;2;1;1;3;3;3;2;2;4;4;2;4;4;3;1;1;1;1;2;2;1;1;4;4;4;4;4;2;4;3;3;2;2;3;7;2;,773030469018188
3493;1;754;1975;44;6;1;1;1; ;3;3; ;1; ;1; ;2;2;50;2;2;0;0;0;0;2; ; ;2;2;2;2; ;1;3;1;3;2;3;2;3;2;1;3;2;2;2;3;2;1;2;2;3;3;3;3;2;2;1;1;2;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;3;1;2;2;1;1;1;2;2;1;1;2;2;2;2;1;2;2;0;4;4;4;4;2;2;2;4;3;3;1;4;3;3;3;3;3;10;1;1,04999582598283
3493;1;755;1965;54;8;1;1;1; ;8;3; ;1; ;1; ;2;1;34;2;2;0;0;0;0;2;0; ;10;2;1;2; ;2; ;2; ;2;2;4;4;3;1;2;4;3;4;2;2;2;2;1;2;2;1;2; ;2;1;3;1;1;1;1; ;1;1;2;1;3;1;5;2;1;1;1;3;2;2;2;1;4;4;4;3;1;2;5;3;2;3;1;5;5;132;5;5;4;4;2;1;2;3;4;1;4;3;5;5;5;5;1;2;1;,913008287853122
3493;1;756;1964;55;9;1;1;1; ;1;2; ;4; ;1; ;2;2;50;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;1;3;3;2;2;2;2;1;3;2;2;2;3;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;2; ;1;1;2;2; ;2;2;2;2;1;1;1;2;1;2;3;1;1;1;2;4;2;3;3;2;1;2;2;3;2;1;2;2;4;4;3;4;4;2;4;3;2;2;3;4;9;1;,719022513670731
3493;1;757;1986;33;4;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;2; ;2; ;3; ;3;2;2;2;1;2;1;2;1;2;2;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;2;1;2;2; ;2;2;2;2;1;2;2;2;1;4;3;4;4;2;2;5;5;5;4;1;2;5;200;6;5;5;5;4;2;2;2;4;3;5;2;3;9;3;3;3;8;2;1,23075589670299
3493;1;758;1968;51;8;1;1;1; ;8;3; ;2; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;6;1;2;1;2;2; ;2; ;4;3;4;1;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;2; ;1;2;3;1;3;2;1;1;2;3;1;2;2;1;3;3;4;4;1;2;5;3;5;2;4;2;1;0;1;2;2;1;1;4;4;3;4;4;1;3;3;4;4;4;3;9;2;,913008287853122
3493;1;759;1973;46;7;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;9;1;3;1;2;1;2;1;2;2;2;1;2;1;1;3;2;1;1;1;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;2;1;1;1;2;1;2;2;3;3;1;3;4;3;4;4;2;1;1;0;2;2;3;2;1;4;4;3;3;3;2;3;3;3;3;3;2;8;1;,859400567988112
3493;1;760;1991;28;3;1;1;1; ;7;3; ;1; ;1; ;2;2;32;2;2;0;0;0;0;1;2;2;3;3;1;2; ;2; ;2; ;3;4;3;4;4;1;3;3;2;3;5;1;2;1;3;3;2;2;3; ;2;2;2;1;1;1;2;1;1;1;1;2;3;1;1;2;2;2;1;3;2;2;2;1;3;3;3;4;1;4;5;2;5;2;3;1;1;3;1;2;3;2;2;4;2;2;1;2;1;4;4;3;2;3;4;6;2;1,18649724169659
3493;1;761;1994;25;2;1;1;1; ;5;3; ;2; ;2; ;1;1;20;2;2;0;0;0;0;2; ; ;2;1;1;3; ;3; ;3; ;4;2;1;2;2;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;3;2;2;2; ;2;2;2;1;3;2;2;2;1;4;4;3;4;2;1;5;4;5;1;2;2;1;0;3;3;2;2;1;4;4;4;4;4;1;3;2;2;2;3;2;7;2;1,74025319858512
3493;1;762;1997;22;2;1;1;1; ;7;3; ;1; ;1; ;1;2;40;2;2;0;0;0;0;2; ; ;3;3;1;1;2;2; ;2; ;2;1;1;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2; ;1;1;2;1;2;1;2;2;2;3;3;2;4;1;2;5;4;5;1;3;1;2;0;3;2;2;2;1;4;4;4;3;3;1;3;3;3;3;3;2;8;2;1,74025319858512
3493;1;763;1988;31;4;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;2;2; ;2;2;1;1;1;1;3;2;1;1;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;1;1;1;1;2;1;1;2;1;3;1;1;3;2;1;3;4;5;4;2;1;2;3;2;3;3;3;3;3;4;4;4;4;1;3;3;3;3;3;1;8;2;1,09892136986994
3493;1;764;1997;22;2;1;1;1; ;3;3; ;2; ;2; ;2;2;20;2;2;0;0;0;0;1;8;2;6;1;2;1;1;2; ;3; ;3;3;2;3;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;2;2;2;2;2;2; ;1;1;3;2; ;1;1;1;1;1;1;1;2;1;2;2;2;3;2;2;5;1;2;2;3;2;2;4;3;3;1;2;2;4;5;5;3;3;2;2;2;2;1;3;3;4;2;1,76904149936001
3493;1;765;1988;31;4;1;1;1; ;3;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;9;1;2;1;3;1;3;1;2;3;2;2;1;2;2;1;2;2;3;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;3;1;3;2;1;1;1;2;2;2;2;1;3;3;3;1;2;4;4;5;5;3;3;1;1;0;2;2;3;2;2;3;3;3;4;4;1;3;2;2;2;2;1;9;2;1,17674794135554
3493;1;766;1961;58;9;1;1;1; ;2;1; ;3; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;11;3;2;1;3;1;3;1;2;2;2;3;4;2;3;2;2;2;3;3;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;2;1;2;2; ;2;1;1;2;2;1;1;2;1;3;3;3;4;2;2;4;5;4;4;2;1;3;30;3;3;4;4;2;3;3;3;4;4;3;4;3;3;3;3;4;7;2;,719022513670731
3493;1;767;1974;45;7;1;1;1; ;2;2; ;4; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;2;2;1;2;1;2;1;3;2;2;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;2;3;1;1; ;2; ;2;1;3;1;999;2;1;2;2;1;1;1;1;1;2;3;2;2;1;1;5;2;2;4;3;2;1;3;3;3;2;2;2;4;4;4;3;3;2;3;3;3;3;3;3;8;2;,859400567988112
3493;1;768;1964;55;9;1;1;1; ;2;2; ;4; ;1; ;2;2;50;1;2;10;0;44,2857142857141;0;2; ; ;6;2;2;1;3;2; ;1;3;1;3;4;1;2;2;4;1;4;1;1;4;2;2;2;2;2;2;2; ;2;2;2;2;1;2;1; ;1;1;1;2;2;1;1;2;1;2;1;1;1;1;1;2;3;3;1;1;1;2;2;1;2;4;1;1;2;0;2;1;2;2;1;2;5;5;3;4;1;4;2;2;2;2;3;5;1;,773030469018188
3493;1;769;1983;36;5;1;1;1; ;5;3; ;2; ;1; ;2;1;35;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;1;3;4;2;2;2;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;2; ;1;1;3;2; ;2;2;2;1;1;1;2;2;1;3;3;2;3;2;1;5;4;5;1;1;1;1;2;2;2;2;2;1;4;4;4;4;4;1;3;4;3;2;3;3;8;1;1,08396397794442
3493;1;770;1968;51;8;1;1;1; ;3;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;2;1;2;1;3;2; ;2; ;4;1;1;4;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;2;2; ;2;2;2;2;1;2;2;2;1;3;1;3;3;2;3;4;2;2;3;3;1;1;0;2;2;2;2;2;4;4;3;3;3;2;3;3;3;3;3;3;10;1;,906492138752731
3493;1;771;1971;48;7;1;1;1; ;3;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;4;1;1;2; ;1;2;1;2;5;2;2;3;2;1;2;2;1;1;1;5;2;2;2;2;2;2;3; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;3;2;2;1;2;1;1;1;2;1;3;3;2;3;2;1;4;4;5;4;2;2;2;0;2;3;2;3;1;4;4;4;4;3;2;3;3;2;1;1;2;8;1;,937227139473657
3493;1;772;1968;51;8;1;1;1; ;2;3; ;1; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;7;1;1;1;3;2; ;2; ;2;2;1;3;3;3;2;2;2;2;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;2;3;3;2; ;2;2;2;2;2;2;2;2;1;3;3;4;4;1;2;5;4;5;4;4;2;2;2;2;3;3;2;2;2;3;3;3;3;3;4;3;3;3;3;2;8;2;,859400567988112
3493;1;773;1978;41;6;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;11;3;1;1;1;2; ;2; ;2;2;2;3;3;1;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;1;1;1;1;1;1;1;1;1;3;3;4;1;2;4;2;4;5;4;2;2;2;10;4;4;2;3;2;4;3;4;2;2;1;2;3;3;1;1;2;7;2;,952129451111416
3493;1;774;1978;41;6;1;1;1; ;3;3; ;2; ;1; ;2;1;40;1;2;4;0;18;0;1;4;2;5;1;2;1;3;1;2;2; ;2;1;1;1;2;1;1;1;1;1;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;1;1;2;1;2;2;2;2;2;1;1;1;2;2;3;3;3;3;2;1;5;3;5;4;2;1;1;3;2;3;2;2;1;3;2;4;4;4;1;3;4;2;1;3;2;8;1;,999221021876035
3493;1;775;1994;25;3;1;1;1; ;3;3; ;1; ;1; ;2;2;45;2;2;0;0;0;0;2; ; ;5;1;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;1;1;2;3;1;2;2;2;2;1;1;2;1;2;1;2;1;1;2;1;1;1;1;2;3;1;4;1;1;1;1;1;1;1;2;1;3;1;2;2;1;2;3;2;3;3;2;1;1;3;1;3;3;3;1;4;4;3;4;4;1;3;4;1;1;2;1;7;1;1,23075589670299
3493;1;776;1998;21;2;1;1;1; ;7;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;6;3;2;1;3;1;2;2; ;1;3;2;1;2;2;2;3;2;3;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;1;3;2;3;3;1;1;4;4;5;2;2;2;2;0;4;4;3;2;2;4;4;3;3;3;1;3;3;3;1;1;3;6;2;1,72950769805848
3493;1;777;1979;40;6;1;1;1; ;3;3; ;1; ;1; ;2;2;37;2;2;0;0;0;0;2; ; ;11;2;2;2; ;2; ;2; ;3;1;1;3;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;3;1;3;1;1;2;2;1;1;1;2;1;2;2;3;3;1;2;4;3;5;4;3;2;2;3;2;3;2;3;1;3;3;4;3;4;2;2;2;2;2;2;2;7;1;1,02995602259696
3493;1;778;1980;39;5;1;1;1; ;8;3; ;2; ;1; ;2;1;38;1;2;3;0;13,2857142857143;0;2; ; ;6;1;2;1;3;1;2;1;2;3;3;2;3;2;2;4;2;2;2;3;3;2;2;2;2;2;1;2; ;2;1;1;1;1;1;1; ;2; ;2;1;2;1;4;1;1;1;1;3;1;2;2;2;4;4;4;4;2;1;5;4;5;4;2;1;1;0;2;2;2;2;1;4;3;3;4;4;5;3;3;2;4;4;1;8;2;,98569736759056
3493;1;779;1995;24;2;1;1;1; ;2;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;3;1;2;1;3;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;3;2;3;2; ;2;1;1;1;1;1;2;2;1;1;1;1;2;2; ;1;1;1;1;1;1;1;2;1;2;2;3;4;2;4;4;3;5;4;2;1;1;4;2;2;2;2;1;4;4;4;4;4;2;3;3;2;3;3;2;8;2;1,70668528210593
3493;1;780;1966;53;8;1;1;1; ;5;2; ;4; ;1; ;2;1;39;2;2;0;0;0;0;2; ; ;5;3;2;1;2;2; ;2; ;3;3;3;2;3;3;3;4;3;3;3;3;1;1;1;1;1;1;1;3;1;2;2;2;3;3;1; ;1;1;2;2;3;2; ;2;2;2;2;2;2;2;2;1;3;3;3;4;1;1;5;3;5;3;1;2;2;10;3;3;3;3;2;3;2;2;4;4;2;3;2;3;3;3;4;4;2;,991235094821115
3493;1;781;1963;56;9;1;1;1; ;2;2; ;4; ;1; ;2;1;42;2;2;0;0;0;0;2; ; ;7;2;2;2; ;1;2;1;1;4;2;1;2;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2; ;2;1;1;2;3;3;1; ;1;1;2;1;2;1;7;1;1;1;2;2;1;1;2;1;3;3;1;3;1;1;4;2;2;2;2;2;2;1;2;2;2;3;1;4;4;4;4;4;2;3;3;3;3;3;4;10;1;,739062317056546
3493;1;782;1982;37;5;1;1;1; ;7;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;7;2;1;2; ;2; ;1;3;2;2;1;1;2;2;3;3;2;3;3;2;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;1;1;1;1;3;2; ;2;2;2;2;3;2;1;2;1;3;2;3;4;1;2;4;3;5;4;2;2;2;4;3;3;3;2;2;3;3;3;4;4;2;2;3;2;2;3;2;5;2;1,03970532293807
3493;1;783;1965;54;8;1;1;1; ;2;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;10;2;2;1;3;3; ;1;2;3;3;1;2;2;1;2;2;2;2;3;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;2;1;1;3;1;3;2;1;1;2;2;1;2;2;1;3;3;3;4;1;3;5;3;5;4;2;2;2;1;1;3;3;3;3;3;3;1;4;3;3;4;3;4;2;3;4;8;2;,859400567988112
3493;1;784;1972;47;7;1;1;1; ;2;2; ;4; ;1; ;2;2;33;2;2;0;0;0;0;2; ; ;5;3;2;1;2;3; ;2; ;3;1;1;1;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2; ;2;1;1;2;3;3;1; ;2; ;2;2;2;1;7;2;2;2;1;1;1;2;2;2;2;2;2;3;2;1;5;4;5;4;1;1;1;0;2;4;3;2;1;4;4;3;4;4;2;2;2;3;2;3;4;5;2;,859400567988112
3493;1;785;1960;59;9;1;1;1; ;3;3; ;9; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;2;2; ;2; ;1;1;4;2;2;2;2;1;1;2;2;2;5;5;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;1;1;1;2;1;2;2;1;1;4;1;2;2;1;1;1;2;4;2;2;2;2;0;3;2;2;2;1;4;4;4;3;3;4;3;4;4;4;4;4;8;1;,796849085156277
3493;1;786;1995;24;2;1;1;1; ;5;3; ;2; ;2; ;2;2;38;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;2; ;4;1;1;1;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;2;2; ;1;1;3;1;2;2;1;1;1;2;1;2;2;1;4;3;3;4;2;1;5;5;5;4;4;1;1;4;3;1;3;3;2;3;3;3;4;4;1;3;3;2;2;3;2;9;2;1,78451185359147
3493;1;787;1981;38;5;1;1;1; ;3;2; ;4; ;1; ;2;1;39;2;2;0;0;0;0;2; ; ;6;3;2;1;3;1;2;1;1;2;3;2;2;2;3;2;3;2;3;1;3;1;2;2;2;2;1;2;2;2;3;1;2;3;3;1; ;1;1;2;2;3;1;1;1;1;1;1;1;1;2;2;1;3;3;3;3;2;2;5;4;5;2;2;2;2;10;1;3;2;2;2;3;3;3;4;4;1;2;2;2;1;2;5;8;2;1,02995602259696
3493;1;788;1985;34;4;1;1;1; ;5;3; ;2; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;2;1;2;2; ;1;2;1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;3; ;2;1;1;1;1;1;2;2;1;1;3;1;2;1;4;2;1;1;1;2;1;2;2;1;4;3;3;4;2;2;5;3;5;4;2;2;2;60;1;2;2;3;1;3;4;3;4;4;2;3;3;3;3;3;2;8;2;1,23075589670299
3493;1;789;1990;29;3;1;1;1; ;5;3; ;2; ;1; ;2;1;38;2;2;0;0;0;0;1;2; ;3;2;2;1;2;2; ;2; ;2;3;2;1;1;2;3;2;1;3;2;3;1;2;2;2;2;2;2;2;2;2;1;2;3;2;1; ;1;2;3;3;3;2; ;2;1;1;1;3;1;1;2;2;3;2;1;3;2;2;5;2;3;2;2;2;2;4;3;3;3;2;3;4;4;4;4;4;1;3;2;2;3;2;4;7;1;1,18649724169659
3493;1;790;1987;32;4;1;1;1; ;3;1; ;3; ;1; ;2;2;38;2;2;0;0;0;0;2; ; ;4;2;2;1;3;2; ;1;3;2;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2;1;2;2;1;1; ;2; ;1;1;2;1;4;2;2;2;2;1;1;2;1;1;3;1;3;2;2;2;4;4;4;2;2;1;2;0;2;2;1;4;3;4;4;4;4;4;2;3;3;3;2;2;3;9;2;1,17674794135554
3493;1;791;1990;29;3;1;1;1; ;8;3; ;1; ;1; ;2;2;57;1;2;17;0;74,8;0;2; ; ;4;2;2;2; ;2; ;2; ;2;2;1;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;1;2;2;2;2;1;1;2;2;2;1;3;2;3;4;1;1;5;2;5;2;3;2;2;0;5;2;2;2;2;4;2;2;4;4;1;3;3;3;3;3;3;8;2;1,18649724169659
3493;1;792;1978;41;6;1;1;1; ;3;3; ;1; ;1; ;2;1;34;2;2;0;0;0;0;2; ; ;10;1;2;2; ;1;3;2; ;4;1;2;2;2;1;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;4;2;2;1;1;2;2;2;4;2;4;5;4;5;3;3;1;1;3;1;2;2;2;2;4;2;3;4;4;5;2;3;3;3;3;2;9;2;1,03970532293807
3493;1;793;1960;59;9;1;1;1; ;3;3; ;1; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;11;2;2;1;3;1;2;1;2;4;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;1;2;2;2;3;1;1;5;2;5;4;3;2;2;0;1;2;2;2;2;4;4;4;5;5;5;3;3;3;3;3;3;9;1;,816888888542143
3493;1;794;1963;56;9;1;1;1; ;7;3; ;2; ;1; ;2;2;40;1;2;1;0;4,4;0;2; ; ;3;2;2;2; ;2; ;2; ;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;1;2;1;2;3;2; ;2;2;2;2;3;2;2;2;2;3;3;3;3;2;4;5;4;5;2;3;2;2;22;2;2;1;2;2;5;4;3;4;4;2;3;3;3;3;3;3;8;2;,806598385497384
3493;1;795;1984;35;4;2;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;3;1;2;2; ;1;2;1;2;4;1;1;1;2;2;2;1;2;1;2;3;2;2;2;2;2;2;2; ;2;2;1;1;1;1;2;1;1;1;2;1;2;2; ;2;2;2;1;1;1;1;1;1;1;2;3;2;1;1;2;2;4;4;4;2;1;0;2;1;2;2;1;4;4;3;3;3;1;3;3;3;2;3;3;9;1;1,02640870778951
3493;1;796;1962;57;9;2;1;1; ;2;3; ;2; ;1; ;2;2;40;2;2;0;0;0;0;2; ; ;11;2;1;1;2;2; ;1;2;3;3;2;3;2;2;2;2;2;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;2;1;4;2;2;1;1;2;1;1;2;1;3;2;4;1;2;2;2;4;5;4;4;2;2;3;2;2;2;2;2;3;4;3;3;3;2;3;3;3;3;3;3;8;2;,666549654976122
3493;1;797;1978;41;6;2;1;1; ;2;1; ;3; ;1; ;2;2;39;2;2;0;0;0;0;2; ; ;11;1;3;1;2;1;2;1;3;2;1;2;1;2;1;1;1;1;1;1;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;1;1;3;2;1;1;1;1;1;2;1;1;2;3;3;1;1;2;3;3;3;4;2;1;2;33;3;2;3;3;1;4;4;4;4;4;2;3;4;3;2;3;3;8;1;,879616789030991
3493;1;798;1986;33;4;2;1;1; ;2;2; ;4; ;1; ;2;1;50;1;2;3;0;13,2;0;2; ; ;11;4;2;2; ;2; ;1;1;1;3;3;1;3;1;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;3;1;1; ;2; ;1;2;2;2; ;1;1;1;1;1;1;2;2;1;3;3;4;4;2;1;5;5;5;1;1;1;1;2;2;3;1;2;2;4;4;4;4;4;1;3;3;3;3;3;3;7;2;1,02640870778951
