fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K52a;K52b;K52c;K53;K21B_4;K46a;K46b;K47;K48;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K58a;K58b;K59;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K55;K56a;K56b;K56c;K56d;K60a;K60b;K61;K22_1;K22_2;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K40;tb_paino
3645;1,0;1340;1984;36;5;1;1;1;3;8;3;2;1;1;6;2;1;40;2;2;0;0;0;0;2; ; ;8;1;2;2; ;2; ;2; ;4;4;3;1;3;2;3;4;2;4;4;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1; ;2; ;1;2;3;1;1;2;2;2;2;3;1;2;2;2;4;1;4;4;2;2;5;2; ; ;3;3;2;3;3;2;0;1;2;3;2;1;2;2;3;4;4;1;3;3;5;3;3;2;2;1
3645;1,0;1341;1978;42;6;1;1;1;1;2;2;4;1;1;14;2;2;39;2;2;0;0;0;0;1;12; ;8;3;2;1;3;2; ;2; ;2;2;2;2;2;2;2;1;2;1;1;3;2;2;2;2;2;1;2; ;2;2;2;2;1;1;2;2;2; ;2;2;9;1;8;2;1;1;1;1;1;1;1;1;2;3;3;3;1;2;3; ;1;2;2;5;3;2;1;2;0;3;3;3;3;2;2;2;3;4;4;1;4;9;2;2;9;2;1;1
3645;1,0;1342;1985;35;5;1;1;1;3;7;3;1;1;1;15;2;1;38;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;1;1;4;1;1;1;2;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;2;1;1;1;1;1;1;1;1;2;2;2;2;1;2;5;2; ; ;2;5;2;4;1;1;1;1;1;2;1;5;2;2;4;3;4;1;4;3;4;2;2;3;1;1
3645;1,0;1343;1977;43;6;1;1;1;1;1;2;4;1;1;11;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;1;3;2; ;1;3;3;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1; ;2;1;1;2;3;3;1; ;1;1;2;1;2;1;3;2;1;1;2;1;1;1;1;1;2;3;2;2;1;1;5;1; ;2;3;2;3;2;1;2;0;2;2;2;2;2;2;2;2;2;4;1;5;3;3;3;3;4;1;1
3645;1,0;1344;1987;33;4;1;1;1;1;2;3;1;1;1;6;2;2;38;2;2;0;0;0;0;2; ; ;3;1;2;1;3;2; ;2; ;4;2;1;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;2;1;15;2;2;2;1;1;1;1;2;1;3;3;2;3;2;2;4; ;1;2;2;4;4;4;1;1;0;2;2;2;2;1;2;2;4;3;4;2;2;3;3;3;3;3;1;1
3645;1,0;1345;1979;41;6;1;1;1;1;2;3;2;1;1;8;2;2;37;1;2;1;0;4;0;1;1;2;4;3;2;1;2;1;2;1;3;2;2;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;3;1;1;2;4; ;1;2;3;4;4;3;1;1;0;3;2;1;2;2;1;2;2;3;3;2;4;2;2;2;2;3;2;1
3645;1,0;1346;1978;42;6;1;1;1;2;5;3;2;1;2;3;2;2;80;2;2;0;0;0;0;2; ; ;2;3;1;1;3;2; ;2; ;3;2;1;4;4;1;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;2;2;1;1;2;2;1;1;1;1;3;2;1;3;2; ;1;2;1;5;2;1;1;1;5;4;2;2;1;1;1;2;5;2;2;2;4;2;3;3;3;2;1;1
3645;1,0;1347;1959;61;10;1;1;1;3;8;3;2;1;2;3;2;1;33;2;2;0;0;0;0;2; ; ;5;2;2;3; ;2; ;3; ;4;2;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;2;2;2; ;1;2;2;2; ;2;1;2;1;2;2;2;1;2;2;2;3;4;2;2;5;2; ; ;4;5;2;2;2;2;0;3;2;2;1;1;1;2;5;1;3;1;2;4;3;3;3;4;2;1
3645;1,0;1348;1980;40;5;1;1;1;1;1;3;1;1;1;5;2;2;40;2;2;0;0;0;0;1;2;2;3;2;2;2; ;2; ;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;2;1;1;1;1;1; ;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;3;4; ;1;1;2;4;4;2;1;2;2;2;2;2;2;2;2;2;3;4;4;2;3;3;2;3;2;3;1;1
3645;1,0;1349;1969;51;8;1;1;1;1;2;3;1;1;1;12;2;2;40;2;2;0;0;0;0;2; ; ;10;2;1;2; ;1;3;2; ;2;1;1;1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;2;2;2;1;2;1;1;1;2;1;3;3;1;3;1;1;3; ;1;2;2;2;3;2;1;2;0;3;4;2;2;1;1;2;3;3;4;1;1;3;2;2;3;4;1;1
3645;1,0;1350;1955;65;10;1; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;7;3;2;2; ;2; ;2; ;2;2;2;1;1;1;2;2;1;2;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;1;5;2;1;1;2;1;1;1;2;1;1;1;2;1;1;2;5;2; ; ;4;4;3;2;1;1;0;1;2;1;3;1;2;2;2;4;4;4;3;3;3;3;3;3;2;1
3645;1,0;1351;1990;30;3;1;1;1;1;2;1;3;2;1;5;2;2;40;2;2;0;0;0;0;2; ; ;8;2;2;3; ;1;2;2; ;2;2;2;2;2;1;1;2;1;2;2;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;2;1;2;1;5;2;1;1;1;2;1;1;2;1;3;3;3;2;2;2;5;1; ;2;5;5;3;2;1;1;0;3;3;2;3;2;2;2;2;4;4;2;5;4;3;3;4;3;2;1
3645;1,0;1352;1988;32;4;1;1;1;2;5;3;2;1;1;3;2;2;40;2;2;0;0;0;0;2; ; ;6;2;1;1;3;2; ;2; ;2;3;2;2;1;1;2;2;2;1;2;3;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2; ;2;1;2;1;6;2;1;1;2;1;1;1;2;1;3;3;3;4;1;1;4; ;1;2;2;4;2;2;2;3;16;4;4;3;3;2;2;2;2;3;3;2;2;3;3;2;3;2;1;1
3645;1,0;1353;1968;52;8;1;1;1;1;2;3;2;1;1;23;2;2;40;2;2;0;0;0;0;2; ; ;5;3;1;1;2;1;2;1;2;2;3;2;3;2;1;3;3;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1; ;1;1;2;1;2;2; ;2;1;1;1;1;1;2;2;1;3;3;3;2;1;2;2; ;1;1;2;3;3;2;1;2;0;3;3;3;3;3;2;2;2;2;2;2;3;4;3;3;4;5;2;1
3645;1,0;1354;1981;39;5;1;1;1;3;8;3;2;1;1;16;2;1;50;1;2;8;0;35;0;2; ; ;3;3;1;2; ;2; ;1;3;2;2;1;2;2;1;2;2;3;2;4;2;2;2;1;1;2;2;2; ;2;3;2;9;1;1;1; ;1;1;1;2;3;1;2;2;1;1;1;1;1;2;2;2;3;3;3;4;1;1;5;2; ; ;4;5;4;4;1;1;0;1;2;3;2;2;2;2;3;3;3;2;3;3;3;2;3;2;2;1
3645;1,0;1355;1986;34;4;1;1;1;3;6;3;9;1;1;10;2;1;40;2;2;0;0;0;0;1;40;2;1;2;2;2; ;1;2;2; ;4;1;1;1;3;2;1;1;3;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;2;2;2; ;2;2;2;2;1;2;2;2;2;3;1;3;4;1;4;5;2; ; ;3;5;3;3;1;1;0;1;1;2;1;1;2;2;3;4;4;1;2;2;2;2;3;4;2;1
3645;1,0;1356;1989;31;4;1;1;1;1;2;3;1;1;1;1;2;2;38;1;2;2;0;8;0;2; ; ;7;1;1;1;2;1;3;1;2;2;1;1;1;2;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2; ;1;1;2;1;30;1;1;1;1;1;1;1;2;1;2;3;2;2;1;1;4; ;1;2;3;2;3;3;1;1;2;1;2;1;2;1;2;2;2;4;4;1;3;3;3;3;3;2;1;1
3645;1,0;1357;1959;61;10;1;1;1;2;3;3;2;1;1;21;2;2;38;2;2;0;0;0;0;2; ; ;1;3;2;1;3;2; ;2; ;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;2;2;2;1;1;2;1;1;3;1;4;4;2;4;5;2; ; ;5;5;4;4;1;1;0;1;1;2;1;1;1;2;4;4;4;4;4;4;2;2;3;2;2;1
3645;1,0;1358;1969;51;8;1;1;1;2;5;3;2;1;1;6;2;2;40;2;2;0;0;0;0;2; ; ;6;2;2;2; ;1;2;2; ;3;2;3;2;2;1;1;3;1;2;3;3;2;2;2;2;2;2;2; ;2;2;1;9;1;1;2;1;2; ;1;1;2;2; ;1;1;1;2;2;1;2;2;1;3;3;4;1;2;4;5;2; ; ;4;5;3;2;2;2;0;3;3;2;2;1;1;2;4;2;3;2;3;4;3;3;9;3;2;1
3645;1,0;1359;1980;40;6;1;1;1;2;3;3;2;2;1;0;2;2;40;2;2;0;0;0;0;2; ; ;5;1;2;1;3;1;2;1;2;2;2;2;2;1;2;3;2;2;2;2;4;2;2;2;2;2;2;2; ;2;2;2;2;1;1;1; ;1;1;2;1;2;2; ;2;2;1;2;1;1;1;1;1;2;2;2;2;1;4;4; ;1;1;4;4;4;3;1;1;0;2;2;2;2;2;2;2;3;3;3;1;3;4;4;2;3;2;2;1
3645;1,0;1360;1960;60;10;1;1;1;2;5;3;2;2;2;0;2;1;38;2;2;0;0;0;0;1;5; ;2;2;2;2; ;2; ;2; ;3;1;1;1;3;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;2;3;3;1; ;1;2;2;2;3;2; ;2;1;1;1;1;2;2;2;2;3;3;4;4;2;4;5;2; ; ;4;5;2;2;2;2;5;2;2;2;2;1;2;2;3;4;4;1;3;3;3;3;3;3;2;1
3645;1,0;1361;1973;47;7;1;1;1;3;7;3;2;1;1;3;2;2;38;1;2;14;0;59;0;2; ; ;4;1;2;1;2;1;2;2; ;1;2;3;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;3;3;2;1;1;1;1;1;2;1;3;2;1;1;1;1;1;2;1;1;3;4;4;4;1;1;5;2; ; ;2;5;1;2;3;2;0;3;3;3;2;1;2;2;1;3;4;2;4;3;3;3;3;3;2;1
3645;1,0;1362;1970;50;8;1;1;1;1;1;3;9;1;1;22;2;2;50;2;2;0;0;0;0;2; ; ;2;3;2;1;2;2; ;2; ;3;1;1;3;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;1;1;1;2; ;2;2;2;1;1;1;1;1;1;1;3;1;1;1;1;2; ;1;2;1;1;4;3;1;1;3;2;2;1;3;2;2;2;1;2;3;2;2;2;1;1;1;3;1;1
3645;1,0;1363;1980;40;6;1;1;1;2;5;3;2;1;1;5;2;1;39;2;2;0;0;0;0;2; ; ;3;3;2;2; ;1;2;1;2;1;2;4;2;3;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;2;3;1;1;3;3;1; ;2; ;2;1;4;2; ;2;2;2;2;3;2;2;2;2;3;3;3;4;2;2;5;2; ; ;4;5;1;1;2;2;9;2;3;3;2;2;2;2;1;3;3;1;2;3;3;3;4;3;2;1
3645;1,0;1364;1964;56;9;1;1;1;1;2;3;2;1;1;9;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;1;2;1;2;3; ;5;3;3;1;2;2;2;2;2;3;2;2;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1; ;1;1;1;1;3;2; ;2;1;1;1;1;1;1;2;1;3;1;3;1;1;5;5;1; ;2;4;5;2;3;1;1;2;1;2;2;1;1;2;2;3;3;3;1;4;2;2;2;2;4;2;1
3645;1,0;1365;1969;51;8;1;1;1;1;2;3;2;2;2;0;2;2;33;2;2;0;0;0;0;2; ; ;4;2;1;2; ;2; ;2; ;4;1;2;4;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;2;2;1;1;1;1;1;1; ;1;1;1;2;4;2; ;2;1;1;1;2;2;2;1;1;3;2;3;4;2;4;5;2; ; ;3;5;4;3;3;1;0;1;2;2;2;1;2;2;4;2;2;3;4;2;2;3;2;3;2;1
3645;1,0;1366;1958;62;10;1;1;1;1;2;3;2;1;1;43;2;2;40;1;2;5;0;21;0;2; ; ;5;2;2;1;3;1;2;1;2;2;2;1;1;3;1;2;2;2;3;2;1;2;2;2;2;2;1;1; ;2;1;1;1;1;1;1; ;1;1;2;1;2;1;2;2;1;1;1;2;1;2;2;1;3;1;3;1;1;2;5;1; ;2;1;5;3;2;3;3;20;3;3;4;4;3;2;2;3;2;4;3;5;5;3;4;4;3;2;1
3645;1,0;1367;1974;46;7;1;1;1;2;5;3;2;1;1;15;2;1;38;2;2;0;0;0;0;2; ; ;2;2;1;2; ;1;2;2; ;3;2;3;1;2;1;1;1;2;1;1;3;2;2;2;2;2;2;2; ;2;2;1;1;3;3;2;1;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2; ;2; ;1;3;2;2;1;1;2;2;3;1;1;1;1;2;4;4;4;1;4;1;2;2;1;2;1;1
3645;1,0;1368;1960;60;10;1;1;1;3;8;3;2;1;1;32;2;1;34;2;2;0;0;0;0;1;1; ;6;3;1;1;2;2; ;2; ;1;3;1;2;1;1;2;3;2;2;1;2;1;2;2;3;3;2;1;2;1;2;1;2;1;1;1; ;1;1;3;1;1;1;1;2;1;2;2;1;2;2;2;1;4;1;4;4;2;2;5;2; ; ;4;5;3;2;2;1;0;1;2;2;1;1;2;2;5;4;4;1;5;1;3;1;3;5;2;1
3645;1,0;1369;1984;36;5;1;1;1;1;2;3;2;1;1;0;1;2;38;1;2;5;0;21;0;2; ; ;6;1;1;2; ;3; ;2; ;2;3;4;2;1;2;3;4;2;2;3;4;9;2;2;3;3;2;2; ;2;1;2;9;1;1;1; ;1;1;2;1;3;2; ;1;1;1;2;2;2;2;2;1;4;2;4;4;1;2;5;2; ; ;5;5;4;3;1;2;0;2;2;3;2;2;2;2;2;2;3;1;1;1;4;2;2;2;2;1
3645;1,0;1370;1970;50;8;1;1;1;3;7;3;1;1;1;13;2;2;40;2;2;0;0;0;0;2; ; ;3;3;3;2; ;2; ;3; ;2;2;2;2;4;2;2;2;2;2;2;2;2;2;1;2;2;2;2; ;2;1;1;1;1;1;1; ;2; ;3;2;3;1;1;2;2;2;3;3;2;2;2;2;1;1;1;2;2;1;5;2; ; ;4;5;1;2;2;2;0;1;2;2;2;2;2;2;3;2;5;1;5;3;3;3;3;4;2;1
3645;1,0;1371;1994;26;3;1;1;1;1;2;3;2;1;1;4;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;1;2;2; ;2; ;4;1;1;1;3;2;2;1;1;1;2;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;1;2;2;1;2;2;1;1;2;1;1;2;1;1;3;1;3;1;2;2;5;2; ; ;4;5;3;4;1;1;5;1;2;2;1;1;2;2;4;3;4;2;2;2;2;2;3;2;2;1
3645;1,0;1372;1982;38;5;1;1;1;3;8;3;9;1;1;17;2;1;40;2;2;0;0;0;0;2; ; ;2;2;2;2; ;2; ;2; ;2;2;1;1;2;1;4;2;4;1;3;1;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;2; ;1;1;2;1;1;2;2;2;2;2;2;2;2;1;3;2;4;4;2;2;5;2; ; ;3;5;2;4;2;2;0;1;2;2;2;1;2;2;3;3;4;2;3;3;3;3;3;3;2;1
3645;1,0;1373;1968;52;8;1;1;1;1;2;3;2;1;1;7;2;2;45;2;2;0;0;0;0;2; ; ;1;2;2;2; ;1;2;1;2;3;1;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;2; ;1;1;2;2; ;2;2;1;2;1;1;2;1;1;3;2;3;2;2;3;1; ; ; ;3;2;3;3;1;1;5;2;2;2;2;1;2;2;3;3;3;2;4;3;3;3;3;3;2;1
3645;1,0;1374;1979;41;6;1;1;1;2;3;3;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;9;2;2;1;1;1;2;2; ;3;1;1;3;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;3;3;3;3;1;1;5;1; ;1;4;2;4;4;1;1;0;1;2;2;2;2;1;2;3;2;3;1;5;5;4;3;3;4;2;1
3645;1,0;1375;1970;50;8;1;1;1;1;2;1;3;1;1;10;2;2;39;1;1;40;40;168;168;2; ; ;2;3;2;2; ;2; ;2; ;2;3;1;1;1;1;2;1;1;2;3;2;2;2;2;2;2;2;2; ;2;2;2;1;1;1;1; ;1;3;1;1;2;2; ;2;1;1;2;1;1;1;2;1;3;2;3;2;1;3;4; ;1;1;4;5;3;2;1;1;5;3;4;4;3;2;2;2;3;4;4;3;3;4;3;2;3;3;2;1
3645;1,0;1376;1965;55;9;1;1;1;3;7;3;1;1;1;5;2;2;40;2;2;0;0;0;0;2; ; ;2;1;1;2; ;1;2;1;3;3;2;1;2;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;3;1;5;2;1;1;2;1;1;1;2;2;1;1;2;2;1;3;5;2; ; ;4;5;1;3;2;2;30;1;2;2;3;1;2;2;1;3;3;1;4;4;2;3;3;2;2;1
3645;1,0;1377;1966;54;8;1;1;1;3;8;3;9;1;1;2;2;2;40;2;2;0;0;0;0;2; ; ;1;2;2;2; ;2; ;2; ;4;1;1;2;2;1;2;1;1;1;2;1;2;3;3;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ;2;1;2;2;1;2;2;2;2;2;2;4;4;2;4;5;2; ; ;5;5;2;4;1;1;0;1;2;3;1;1;2;2;3;3;3;1;3;3;3;2;3;3;2;1
3645;1,0;1378;1982;38;5;1;1;1;3;5;2;4;1;1;7;2;2;39;2;2;0;0;0;0;2; ; ;7;1;3;3; ;2; ;2; ;2;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;2;2;2;1;1;2;2;1;2;3;3;3;2;4;5;2; ; ;5;5;2;2;2;2;5;3;2;2;2;1;2;2;2;4;4;2;3;3;3;2;2;3;2;1
3645;1,0;1379;1972;48;7;1;1;1;2;3;3;2;2;1;0;2;2;60;1;2;20;0;84;0;2; ; ;4;1;3;1;3;1;3;2; ;2;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2; ;1;1;2;1;5;2;1;1;1;1;2;2;1;1;3;3;3;3;2;2;5;2; ; ;2;5;2;2;3;2;5;1;2;2;2;3;1;2;2;5;4;1;3;3;3;3;3;3;2;1
3645;1,0;1380;1963;57;9;1;1;1;3;5;3;2;1;1;10;2;2;39;2;2;0;0;0;0;2; ; ;6;2;2;1;3;2; ;2; ;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2; ;2;1;1;1;2;1;1; ;1;1;1;1;2;2; ;2;2;2;1;1;2;2;2;1;1;1;3;1;2;4;5;2; ; ;5;5;4;4;1;1;0;1;2;2;2;1;2;2;5;2;2;2;2;3;3;3;3;4;2;1
3645;1,0;1381;1990;30;3;1;1;1;2;4;3;1;2;1;1;2;1;40;2;2;0;0;0;0;2; ; ;11;2;2;2; ;2; ;2; ;4;1;1;3;2;1;1;1;2;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ;2;1;1;1;1;1;2;2;1;3;1;3;4;2;3;5;2; ; ;4;5;3;4;1;1;3;1;2;1;1;1;2;2;3;3;3;2;3;3;3;2;2;2;2;1
3645;1,0;1382;1963;57;9;1;1;1;3;8;3;2;1;1;16;2;1;50;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;4;1;2;3;2;3;3;2;2;3;3;3;2;2;2;2;2;1;1; ;2;2;2;1;1;1;1; ;1;1;2;1;3;1;3;2;1;1;2;2;1;1;1;1;2;3;3;3;1;3;5;2; ; ;3;4;3;3;2;2;33;3;3;3;3;2;1;2;5;2;3;2;5;3;4;3;4;5;2;1
3645;1,0;1383;1968;52;8;1;1;1;3;8;3;1;1;1;13;2;1;38;2;2;0;0;0;0;2; ; ;9;1;2;1;3;1;3;2; ;2;3;3;1;2;1;2;2;2;1;3;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2; ;3;1;2;2; ;2;1;2;2;1;1;1;2;2;2;2;3;3;2;4;5;2; ; ;4;5;3;2;2;2;25;1;3;3;2;2;2;2;4;4;4;1;5;3;2;3;3;2;2;1
3645;1,0;1384;1975;45;7;1;1;1;2;3;3;2;1;1;21;2;1;42;2;2;0;0;0;0;2; ; ;2;3;2;1;3;1;2;1;2;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2; ;2;2;1;2;2;1;1; ;1;1;2;1;2;2; ;2;1;1;1;1;1;1;1;1;3;3;2;2;1;1;4; ;1;2;2;3;3;2;2;2;1;3;3;2;2;2;2;2;1;3;3;2;1;2;2;2;2;1;1;1
3645;1,0;1385;1988;32;4;1;1;1;3;7;3;1;1;1;1;2;1;40;2;2;0;0;0;0;2; ; ;9;2;2;2; ;2; ;1;3;4;2;1;2;2;2;3;2;2;2;3;1;1;1;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2; ;3;1;3;1;3;1;1;1;2;2;2;2;2;1;3;1;1;3;2;2;5;2; ; ;4;5;2;3;1;1;3;1;2;3;2;1;2;2;3;4;4;2;4;3;2;3;3;3;2;1
3645;1,0;1386;1986;34;4;1;1;1;1;2;3;1;1;1;9;2;2;38;2;2;0;0;0;0;2; ; ;11;2;2;1;3;2; ;2; ;2;2;2;2;3;1;3;3;2;2;3;3;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;1;2;2;1;1;1;2;1;1;2;1;2;3;4;3;1;3;5;1; ;1;4;2;4;3;1;2;3;3;3;3;3;2;2;2;3;4;4;3;2;3;3;4;3;2;2;1
3645;1,0;1387;1958;62;10;2;1;1;1;2;3;2;1;1;13;2;2;38;2;2;0;0;0;0;2; ; ;10;3;1;1;3;1;2;1;2;3;3;3;4;1;1;2;2;2;2;3;3;1;1;1;2;2;2;2;2;1;2;2;1;1;1;1; ;1;1;1;1;2;1;3;2;1;1;1;2;2;2;1;1;1;1;3;1;1;2;2; ;1;1;4;2;2;2;1;1;0;4;3;3;2;2;2;2;4;2;2;4;4;2;3;4;3;4;2;1
3645;1,0;1388;1968;52;8;2; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ;0;0; ; ; ;6;2;1;2; ;1;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;1; ;2; ;3;1;3;1;8;2;1;1;1;1;1;1;2;1;3;4;3;4;1;1;4; ;1;2;2;3;3;1;1;1;2;3;3;4;3;1;2;2;2;4;4;1;4;4;3;4;4;3;1;1
3645;1,0;1389;1982;38;5;2;1;1;1;2;3;2;1;1;12;2;2;38;2;2;0;0;0;0;2; ; ;2;1;2;2; ;1;2;1;2;2;1;2;3;3;2;3;2;2;3;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ;2;1;1;2;1;1;1;1;1;3;2;3;3;1;4;2; ;1;1;4;5;4;4;1;1;0;2;2;2;2;1;2;2;3;2;3;2;2;4;4;2;4;4;1;1
3645;1,0;1390;1972;48;7;2;1;1;2;3;2;4;1;1;1;2;2;41;1;2;4;0;17;0;2; ; ;4;2;2;2; ;1;2;2; ;3;2;1;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;2;3;1;1; ;1;1;1;1;2;1;3;2;1;1;2;2;1;1;2;1;3;2;3;1;1;3;2; ;1;1;4;3;4;2;1;1;0;2;2;2;2;2;2;2;2;4;4;1;3;3;3;2;2;3;2;1
3645;1,0;1391;1977;43;6;2;1;1;2;4;3;1;1;1;8;2;2;42;1;2;2;0;8;0;2; ; ;10;1;1;1;3;1;2;1;1;1;2;3;1;2;1;2;3;3;3;3;3;1;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;1;2;1;4;1;5;2;1;1;1;1;1;2;2;1;2;1;3;1;1;2;5;1; ;1;4;5;3;3;1;1;2;3;2;2;2;1;2;2;3;4;4;1;2;2;1;1;3;3;2;1
3645;1,0;1392;1986;34;4;2;3;1;1;2;2;4; ; ; ;2; ; ; ; ; ; ;0;0; ; ; ;6;1;2;1;2;1;1;1;2;2;2;2;1;2;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;1; ;1;1;2;1;2;1;10;1;1;1;1;1;1;1;2;1;2;3;3;3;1;2;3; ; ; ;5;5;3;3;1;2;19;2;3;2;2;2; ; ; ;3;4;2;4;3;3;3;3;4;2;1
3645;1,0;1393;1964;56;9;2;1;1;1;2;3;2;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;2;1;2;2; ;2; ;2; ;3;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;3;3;3;3;1;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;3;1;1;3;1;1;1;1;3;3;2;3;4; ;1;1;4;4;4;3;1;1;1;3;2;2;2;2;2;2;3;3;4;2;2;3;3;2;3;3;2;1
3645;1,0;1394;1980;40;6;2;1;1;1;2;3;2;1;1;2;2;2;39;2;2;0;0;0;0;2; ; ;10;1;1;2; ;1;2;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;3;3;1;1;2;3; ;1;2;2;5;4;2;1;2;2;3;3;2;3;2;2;2;2;4;4;1;3;2;2;3;3;3;2;1
3645;1,0;1395;1963;57;9;2;1;1;2;5;3;2;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;3;2;1;1;2;2; ;2; ;2;3;2;1;4;4;3;2;3;3;3;3;1;2;2;2;2;2;2;2;2;2;1;1;3;2;1; ;1;2;1;1;4;1;1;1;1;1;1;2;1;1;2;1;3;3;4;3;2;2;5;2; ; ;4;5;1;2;2;2;2;2;2;3;2;3;2;2;2;4;4;1;5;2;4;4;4;4;2;1
