fsd_no;fsd_vr;fsd_id;tb_paino;Syvu;ika;ika5;sukup;tyvo;lammas;sose;lisco_1;ltytyy;toimi2;toimi;tysuhpy;taikao;tsuhaika;vuokraty;vuoro;saanai;ylipa;ylipato;ylitunn;ylipatot;ylitu;pylitu;sivutyo;sivutunn;svuokra;K2;K3;K5_9;K41a;K41A_1;K41B;K41B_1;K41C;K41C_1;K21C_1;K21C_4;K21C_5;K21C_6;K26_1;K26_2;K26_3;K20B_1;K20B_2;K20B_3;K20B_5;K20B_6;K20B_7;K32A;K33_1;K33_2;K33_3;K33_4;K33_5;K33_7;K33_6;K33_8;K9A_07;K9A_07c;K9A_07B;K9A_09b;K9A_10b;K13_1;K13_2;K22_6;K22_8;K22_10;K20a_02;K20a_09;K21B_1;K21B_2;K51A;K51B;K51C;K51D;K51E;K51F;K51G;K51H;K51I;K51J;K51K;K51K_muu;K52a;K52b;K52c;K21B_30;K53;K21B_4;K46a;K46b;K47;K47_1;K47_2;K47_4;K47_5;K47_6;K47_7;K48;K50;K11A_1;K11A_2;K11A_3;K11A_4;K42E;K42A;K43A;K43E;K43G;K21C_8;K21C_9;K28A;K28B;K32;K22_1;K22_2;K22_3;K23;K24;K25_1;K25_4;K25_6;K25_7;K25_8;K25_9;K54a;K54b;K54c;K40
3482;1;11;,901166838738508;1981;37;5;1;1;1;1;2;3; ;2;1;1;4;2;2;38;2;2;0;0;0;0;2;0;2;2;1;2;1;3;2; ;2; ;1;4;4;2;3;2;3;2;2;4;2;1;4;2;2;2;2;2;2;2; ;2;2;3;1;1;1;2;1;1;1;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;3;2;2;2; ; ; ; ; ; ;1;3;3;3;3;4;2;1;5;4;5;4;1;2;4;22;4;4;4;2;3;3;3;3;3;3;7;1;2;2;2
3482;1;12;,81026848353523;1978;40;6;1;1;1;1;2;3; ;1;1;1;9;2;2;38;2;2;0;0;0;0;2; ; ;11;1;1;2; ;2; ;2; ;3;2;2;2;2;1;2;2;1;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;12;2;2;2;2;1;2;1;2;2;1;2; ;2;2;1;2;2;1;1;1;2; ; ; ; ; ; ;1;3;1;2;3;3;2;3;2;3;2;4;3;1;1;1;4;4;3;2;3;3;3;3;3;2;8;1;1;2;2
3482;1;13;,81026848353523;1975;43;6;1;1;1;1;2;3; ;1;1;1;19;2;2;38;2;2;0;0;0;0;2; ; ;6;1;3;2; ;1;3;1;2;2;2;2;2;3;1;3;2;1;3;3;3;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;1; ;1;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;2;2;1;1;1;1;1;2;2;1;1;3;2;3;3;2;1;2;2;3;3;2;2;3;2;1;4;3;3;2;3;3;2;3;3;2;7;1;1;2;2
3482;1;14;,81854272523656;1963;55;9;1;1;1;1;2;3; ;2;1;1;31;2;2;42;1;2;10;0;46;0;2; ; ;10;2;2;1;3;2; ;1;2;3;2;1;3;1;1;2;1;1;2;2;4;3;1;2;1;2;2;2;2;2;2;1;1;2;1;1;2;1;1;1;1;1;3;1;4;1;2;1;2;1;1;1;1;1;2;2; ;2;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;2;1;1;1;1;1;1;1;2;2;4;1;2;2;22;4;3;3;3;2;2;1;1;1;3;10;1;2;1;2
3482;1;15;1,20483736892038;1992;26;3;1;1;1;1;2;3; ;2;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;4;3;2;1;3;2; ;1;3;3;2;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2; ;1;1;1;2;1;1;2;2;2; ; ; ; ; ; ;1;3;3;1;2;3;1;4;4;4;4;3;3;2;2;3;4;4;4;1;3;3;3;3;3;3;9;1;2;1;2
3482;1;16;,85567371609;1968;50;7;1;1;1;2;3;3; ;2;1;1;17;2;2;39;2;2;0;0;0;0;2; ; ;1;2;2;1;2;1;2;1;2;2;3;3;3;2;2;2;3;3;3;2;2;3;1;2;1;2;1;3;3;2;3;1;2;1;3;2;2;1;1;1;2;1;2;1;3;1;2;1;2;2;2;1;1;1;2;1;Yhteis?llisyystaidot;2;2;1;2;1;2;1;2;1;1;2;1;2;1;1;2;3;3;3;3;3;2;2;4;5;5;3;3;3;2;3;3;2;3;3;3;4;4;3;4;4;4;2;2;3;2
3482;1;17;1,23388559547971;1984;34;4;1;1;1;2;3;2; ;4;1;1;13;2;2;37;2;2;0;0;0;0;2; ; ;5;3;1;1;3;1;2;2; ;1;2;3;3;3;2;4;2;3;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;1;1;1;1; ;1;1;2;1;1;1;5;2;2;1;2;2;1;1;2;1;1;2; ;2;2;1;2;2;2;1;2;2; ; ; ; ; ; ;1;3;4;2;3;4;1;3;5;4;5;4;2;3;2;3;3;3;2;3;3;3;4;3;3;3;7;3;1;2;2
3482;1;18;,81026848353523;1983;35;5;1;1;1;1;2;3; ;2;1;1;9;2;2;38;2;2;0;0;0;0;2; ; ;8;1;2;1;3;1;2;1;2;2;1;1;1;2;1;1;2;2;1;2;3;2;1;2;1;2;2;2;2;2;2;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;1;2;2; ;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;1;2;1;1;2;2;3;4;4;2;1;1;3;4;4;3;1;2;2;2;2;2;3;8;1;1;1;2
3482;1;19;,81026848353523;1980;38;5;1;1;1;1;2;3; ;2;1;1;16;2;2;38;2;2;0;0;0;0;2; ; ;10;4;2;1;3;2; ;3; ;1;2;1;3;1;1;1;2;1;1;2;3;3;1;2;2;2;2;3;3;2;3;1;1;2;1;1;1; ;1;1;1;1;2;1;15;2;2;2;2;1;2;2;2;1;2;1;palvelumuoytoilua, maksutekniikkaa;2;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;3;3;1;3;1;2;2;4;3;5;4;2;2;2;10;4;3;3;1;3;9;2;3;3;5;6;2;1;2;2
3482;1;20;,81026848353523;1980;38;5;1;1;1;1;2;3; ;1;1;1;2;2;2;45;2;2;0;0;0;0;2; ; ;7;3;1;2; ;1;3;1;3;2;2;1;1;3;3;3;2;1;2;2;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;2; ;1;1;2;1;1;2;2;2;2;2;2;2;2;1;1;2; ;2;2;2;2;2;1;1;1;1;1;2;2;1;2;2;1;3;2;2;2;2;1;1;4;2;1;4;2;1;1;0;4;4;4;1;3;3;3;3;3;3;4;2;1;1;1
3482;1;21;1,11393901371711;1986;32;4;1;1;1;1;2;3; ;2;1;1;5;2;2;40;2;2;0;0;0;0;2; ; ;4;2;1;1;3;2; ;1;2;3;2;1;1;2;1;1;2;2;2;1;3;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;1;1;1;1;2;1;3;1;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;2;1;3;4;4;5;4;2;1;2;4;4;4;4;1;3;3;2;2;2;3;7;2;1;1;1
3482;1;22;,995553901257095;1978;40;5;1;1;1;1;2;3; ;2;1;1;19;2;2;38;2;2;0;0;0;0;2; ; ;9;1;1;1;2;1;3;2; ;3;1;2;3;2;1;1;3;1;3;2;5;1;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1; ;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2;2;2; ; ; ; ; ; ;1;3;2;2;3;1;2;4;4;5;5;4;4;1;1;0;4;4;4;2;2;1;3;2;2;4;5;1;4;2;2
3482;1;23;1,11393901371711;1987;31;4;1;1;1;1;2;3; ;2;1;1;4;2;2;45;2;2;0;0;0;0;2; ; ;9;2;2;1;3;2; ;2; ;4;2;1;1;1;2;1;1;1;2;1;4;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;2;1;3;2;2;2;2;1;2;1;1;2;1;2; ;1;2;1;2;2;1;2;1;2; ; ; ; ; ; ;1;3;2;2;2;3;1;2;3;2;3;3;2;1;1;2;4;4;4;1;3;3;3;3;2;2;8;1;1;2;1
3482;1;24;,81026848353523;1982;36;5;1;1;1;1;2;3; ;2;1;1;2;2;2;42;2;2;0;0;0;0;2; ; ;11;3;1;1;3;1;2;1;2;2;2;1;1;2;1;1;2;2;1;2;3;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;5;1;2;1;2;1;1;1;2;1;2;2; ;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;2;1;1;2;4;4;5;4;2;1;1;5;4;4;4;1;3;2;2;2;2;3;9;2;1;1;2
3482;1;25;,889311867226716;1962;56;9;1;1;1;1;2;2; ;4;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;9;1;1;1;3;1;2;2; ;2;2;1;1;2;2;2;1;1;1;1;3;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;1;1;3;1;3;1;2;2;2;2;2;1;2;2;2;2; ;2;1;1;2;2;2;1;1;1;1;2;1;1;2;1;1;3;3;3;3;2;1;1;4;4;5;4;1;2;1;3;4;4;4;3;2;2;2;2;3;3;9;1;1;2;2
3482;1;26;,798413512023438;1959;59;9;1;1;1;1;1;3; ;2;1;1;3;2;2;60;2;1;0;20;0;88,5714285714286;2; ; ;5;1;2;1;3;1;2;2; ;3;1;1;1;2;2;1;1;1;1;1;4;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;2;1;1;2;1;5;2;2;1;2;1;1;1;1;1;1;2; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;3;1;1;0;4;4;4;1;4;2;3;3;3;3;10;1;1;1;1
3482;1;27;1,28905863319042;1989;29;3;1;1;1;3;8;3; ;2;1;1;0;2;1;60;2;2;0;0;0;0;2; ; ;3;1;2;1;2;2; ;2; ;2;1;4;1;3;1;2;1;1;2;2;4;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;2;2; ;1;3;1;1;1;2;2;2;2;2;1;1;2;1;1;2; ;1;1;2;1;2;1;2;2;2; ; ; ; ; ; ;1;3;4;3;4;4;2;1;5;4;5;2;2;2;1;5;4;4;3;1;3;3;3;3;3;1;7;1;4;4;2
3482;1;28;,826625489530675;1967;51;8;1;1;1;1;1;3; ;1;1;1;20;2;2;50;1;1;5;5;22,1428571428571;22,1428571428571;2; ; ;5;3;2;1;1;1;2;1;2;3;1;2;2;2;1;1;2;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1; ;1;1;2;1;1;1;15;1;2;2;2;1;1;1;1;1;1;1;tuotteisiin liittyv?? tietoa;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;3;1;2;2;1;1;2;2;2;1;3;3;1;2;2;4;3;2;2;3;2;1;2;2;3;8;1;1;2;1
3482;1;29;1,36877167146647;1995;23;2;1;1;1;1;2;3; ;2;1;2;1;2;2;15;2;2;0;0;0;0;2; ; ;9;1;2;1;1;1;2;1;2;2;1;1;1;2;2;2;1;1;1;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2; ;1;1;2;1;5;1;2;2;2;2;2;2;2;1;2;2; ;1;1;1;2;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;3;1;1;3;2;4;5;4;3;1;2;2;4;4;2;1;3;2;2;2;2;1;8;1;2;1;2
3482;1;30;1,11393901371711;1985;33;4;1;1;1;1;2;3; ;2;1;1;7;2;1;38;2;2;0;0;0;0;2; ; ;7;2;2;1;2;1;3;2; ;1;2;2;2;3;2;3;2;2;2;1;2;3;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1; ;2; ;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;3;3;3;1;4;2;1;5;3;3;3;1;1;2;10;4;4;2;2;4;3;3;4;3;4;6;1;1;2;1
3482;1;31;,81026848353523;1982;36;5;1;1;1;1;1;3; ;2;1;1;2;2;2;60;2;2;0;0;0;0;1;5;2;6;1;1;1;1;1;1;1;1;1;2;1;3;2;1;2;1;1;2;1;2;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;4;1;5;2;2;2;2;2;2;2;1;1;1;2; ;2;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;1;1;1;1;1;1;2;2;5;4;1;1;1;0;4;3;1;1;1;1;2;2;1;1;6;1;1;1;1
3482;1;32;1,35860587321793;1996;22;2;1;3;1;3;5;3; ;2; ; ; ;1; ; ; ; ; ; ;0;0; ; ; ;4;2;2;2; ;2; ;2; ;1;2;2;1;4;3;1;1;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2; ;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;3;2;2;4;4;2;1;5;1;2;1;1;2;2;3;4;4;4;1;3;3;3;2;2;2;8;2;4;4;2
3482;1;33;,836588904495252;1965;53;8;1;1;1;3;9;3; ;2;1;1;32;2;1;38;2;2;0;0;0;0;2; ; ;3;1;1;1;3;1;2;1;2;3;3;3;2;2;2;3;2;3;3;3;2;3;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1; ;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;2;1;2;2; ; ; ; ; ; ;1;3;4;1;3;4;2;1;5;3;5;1;3;1;1;10;4;4;3;3;3;3;3;3;3;3;10;1;4;5;2
3482;1;34;,930215065297832;1983;35;5;1;1;1;2;4;3; ;2;1;1;2;2;2;38;2;2;0;0;0;0;2; ; ;5;2;3;2; ;2; ;1;2;3;4;4;3;3;2;3;4;4;4;2;1;4;1;1;2;1;1;3;3;2;2;1;3;1;1;1;1; ;1;1;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;3;2;1;1;1;1;2;1;1;2;2;3;4;3;4;4;1;3;5;4;5;2;2;2;3;5;3;2;3;2;3;3;4;4;3;3;7;2;1;4;2
3482;1;35;,798413512023438;1961;57;9;1;1;1;1;2;3; ;2;1;1;6;2;2;38;2;2;0;0;0;0;2; ; ;3;3;1;2; ;2; ;2; ;4;1;1;1;2;1;1;1;1;1;1;4;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;3;1;2;2;2;2;2;2;1;1;2;2; ;2;1;1;2;1;1;2;2;1;1;1;1;2;2;2;1;3;1;1;3;3;1;4;3;5;5;4;4;1;1;2;4;4;3;2;3;3;3;2;3;3;9;2;2;3;1
3482;1;36;1,19467157067184;1984;34;4;1;1;1;3;5;2; ;4;1;1;10;2;1;39;2;2;0;0;0;0;2; ; ;2;2;1;1;1;1;2;2; ;3;3;2;2;4;2;4;2;3;3;3;3;2;1;1;2;2;2;1;2;2;2;1;1;2;1;1;1; ;1;1;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;3;2;2;2; ; ; ; ; ; ;1;3;4;1;3;3;2;4;5;5;5;3;1;1;3;6;4;4;3;3;3;3;3;3;5;3;3;1;1;4;2
3482;1;37;,847590951795885;1957;61;10;1;1;1;2;3;3; ;1;1;1;25;2;2;40;2;2;0;0;0;0;2; ; ;5;2;2;2; ;2; ;2; ;3;1;1;1;3;1;1;2;2;2;2;4;2;2;2;2;2;2;2;2; ;3;1;1;1;1;1;2;2;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;1;1;2; ; ; ; ; ; ;2;3;1;1;1;1;2;4;5;4;5;4;4;2;2;1;4;4;4;4;4;4;9;3;9;3;8;2;1;2;1
3482;1;38;1,32827265799829;1988;30;4;1;1;1;2;5;3; ;2;2;1;0;2;2;39;2;2;0;0;0;0;2; ; ;6;1;3;1;3;3; ;2; ;3;3;1;4;3;1;2;2;1;2;1;2;3;1;2;2;2;2;3;3;2;2;2;1;1;1;1;1; ;1;3;2;1;2;1;999;2;1;1;1;2;2;1;2;2;1;2; ;1;1;1;2;3;1;1;2;2; ; ; ; ; ; ;2;3;3;4;4;4;2;4;5;5;5;2;3;3;2;5;4;5;4;2;4;3;3;4;4;3;6;4;4;1;2
3482;1;39;1,11393901371711;1986;32;4;1;1;1;1;2;3; ;2;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;3;2;1;2; ;2; ;1;3;3;1;1;1;2;1;1;2;2;2;1;2;3;2;2;2;2;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;1;2;2; ; ; ; ; ; ;1;3;2;2;3;4;2;1;5;3;5;4;3;1;1;0;4;4;4;1;2;3;3;2;2;3;8;2;2;3;2
3482;1;40;,81026848353523;1974;44;6;1;1;1;1;2;3; ;2;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;6;2;2;2; ;2; ;2; ;3;3;2;2;1;1;3;2;3;3;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;1;3;1;1;2; ; ; ; ; ; ;1;3;3;3;3;2;2;2;1;4;5;4;2;1;2;3;4;3;3;2;2;3;2;3;3;2;8;1;2;2;1
3482;1;41;,798413512023438;1960;58;9;1;1;1;1;2;3; ;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;5;1;1;1;2;1;1;1;1;3;2;2;2;1;1;2;2;2;2;2;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1;1;1;1;1;2; ; ; ; ; ; ;1;3;3;1;1;3;2;1;5;5;1;4;2;1;1;0;4;4;4;3;3;3;2;3;2;3;8;1;1;1;1
3482;1;42;,891001040489962;1977;41;6;1;1;1;3;8;3; ;2;1;1;6;2;1;42;2;2;0;0;0;0;2; ; ;2;2;3;1;1;2; ;3; ;4;1;1;2;3;3;3;2;2;2;3;4;1;1;2;2;2;2;2;2;2;2;1;1;2;2;3;2;2;2; ;1;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;2;2;2;2; ; ; ; ; ; ;2;3;4;3;3;4;2;4;5;4;4;2;3;2;2;0;3;3;4;2;3;3;3;3;3;3;7;4;4;5;2
3482;1;43;,847590951795885;1963;55;9;1;1;1;2;3;3; ;2;1;1;29;2;1;38;2;2;0;0;0;0;2; ; ;4;3;2;2; ;2; ;1;2;2;2;1;3;3;2;2;2;2;2;2;3;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1; ;1;1;1;1;3;1;5;1;2;2;2;2;2;2;2;1;2;2; ;2;2;2;2;2;2;1;2;2; ; ; ; ; ; ;2;3;3;2;3;3;2;4;5;4;5;3;2;3;2;1;3;3;3;3;3;4;3;2;3;3;7;1;2;3;2
3482;1;44;,839316710094554;1983;35;5;1;1;1;2;3;3; ;1;1;1;0;2;2;43;1;2;6;0;27,6;0;2; ; ;3;3;1;2; ;1;2;1;2;2;1;2;1;1;1;1;1;1;1;2;4;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;1;3;2;2;1;2;1;2;1;1;1;1;1;aikataulutusta, taloutta;1;1;1;2;2;2;2;2;2; ; ; ; ; ; ;1;3;4;3;3;3;1;1;5;3;5;4;1;1;1;10;4;4;1;1;2;2;2;2;2;2;9;1;1;2;1
3482;1;45;,81026848353523;1976;42;6;1;1;1;1;2;3; ;2;1;1;1;2;2;38;2;2;0;0;0;0;2; ; ;3;1;2;2; ;1;2;1;2;3;2;2;2;2;1;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;2;1;1;2;2;1;1;2;2; ; ; ; ; ; ;1;3;3;2;2;3;2;2;5;5;3;3;3;1;1;2;4;4;4;2;2;3;3;2;2;2;10;1;1;3;2
3482;1;46;,930215065297832;1974;44;6;1;1;1;2;5;3; ;2;1;1;6;2;1;37;2;2;0;0;0;0;2; ; ;7;1;2;1;3;1;1;2; ;2;3;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;3;1;1;2;1;1;1;2;1;2;1;1;1;2;1;2;2;1;2;2;2;2;2; ;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;4;4;2;2;5;4;5;3;2;2;2;30;3;3;3;2;3;3;3;3;3;2;8;4;2;3;2
3482;1;47;,889311867226716;1962;56;9;1;1;1;1;2;3; ;2;1;1;12;2;2;38;2;2;0;0;0;0;2; ; ;1;1;2;2; ;2; ;1;2;4;1;1;2;4;4;1;1;2;2;2;3;2;2;2;2;3;2;2;2; ;2;1;1;1;1;1;2;1;1;1;1;2;2;1;4;1;1;2;2;2;2;2;1;1;2;2; ;1;1;1;2;2;1;1;2;1;2;1;2;1;2;1;2;3;3;2;1;3;1;4;4;4;5;4;2;3;2;2;5;3;4;3;2;2;3;2;3;2;8;1;2;1;1
3482;1;48;1,11393901371711;1990;28;3;1;1;1;1;2;3; ;2;1;1;0;2;2;38;2;2;0;0;0;0;2; ; ;6;1;2;1;2;1;2;1;2;3;2;1;2;1;2;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;3;1;3;1;2;2;2;2;2;2;2;2;2;2; ;1;1;1;1;2;1;1;1;2; ; ; ; ; ; ;1;3;2;2;3;3;2;2;5;4;5;4;2;1;2;1;3;3;3;1;3;2;2;1;3;2;8;1;2;2;2
3482;1;49;,847590951795885;1958;60;9;1;1;1;2;3;2; ;4;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;4;2;1;2; ;2; ;2; ;2;2;1;1;2;2;1;2;3;1;2;2;3;1;2;2;2;2;2;2;2;2;2;9;2;1;1;1; ;2; ;2;1;4;1;3;1;2;2;2;2;2;2;2;1;2;1;Opetettiin miten opetetaan asiakkaalle psykofyysisi? taitoja ahdistyksen hallintaan;2;1;1;2;1;2;1;2;2; ; ; ; ; ; ;1;3;4;3;3;1;2;1;5;5;3;3;2;2;2;5;4;4;4;2;3;4;4;4;4;4;8;1;2;3;2
3482;1;50;,81026848353523;1982;36;5;1;1;1;1;2;3; ;2;1;1;1;2;2;38;1;2;6;0;27,6;0;2; ; ;10;1;2;1;3;2; ;2; ;1;4;2;1;3;1;2;2;1;3;2;1;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;1;2;1;7;1;2;2;2;2;2;2;2;1;2;2; ;2;1;1;2;1;2;1;2;1;2;1;1;2;2;2;2;3;1;3;3;1;2;1;4;4;5;3;1;2;4;1;4;4;2;1;2;4;2;2;2;4;8;1;1;2;2
3482;1;51;,81854272523656;1957;61;10;1;1;1;1;2;3; ;1;1;1;17;2;2;40;2;2;0;0;0;0;2; ; ;11;3;2;1;3;1;3;1;2;1;3;3;3;3;3;2;2;1;2;2;2;3;1;1;1;2;2;3;1;2;3;2;2;1;1;1;2;1;1;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;3;2;2;4;4;1;1;4;4;4;3;2;3;2;2;4;2;3;2;3;3;3;2;3;3;8;1;1;1;1
3482;1;52;1,14298724027643;1992;26;3;1;1;1;2;3;2; ;4;2;1;0;2;1;37;2;2;0;0;0;0;2; ; ;3;2;2;2; ;2; ;2; ;4;2;1;2;3;1;3;2;2;2;3;3;2;2;2;2;2;2;2;2; ;2;1;1;1;2;1;2;2;2; ;2;1;3;1;2;2;2;2;2;2;2;1;1;1;1;1;organisaatioon liittyvi? asioita;2;2;1;2;1;1;1;1;1;1;2;1;1;2;1;1;3;3;3;2;3;2;1;4;4;5;3;2;1;2;1;3;3;4;2;3;3;3;3;3;3;5;2;2;3;2
3482;1;53;1,11393901371711;1986;32;4;1;1;1;1;2;3; ;2;1;1;0;2;2;43;1;2;2;0;9,2;0;2; ; ;10;1;2;3; ;1;2;3; ;2;1;1;1;1;2;2;1;2;2;1;2;3;1;2;2;2;2;3;3;2;2;1;1;1;1;1;1; ;1;1;1;1;2;1;3;2;2;1;2;1;1;1;1;1;2;2; ;1;1;1;2;1;1;1;1;2; ; ; ; ; ; ;1;3;3;3;3;3;1;2;3;3;3;4;2;1;1;0;3;4;3;1;3;3;2;2;3;2;8;1;1;1;1
3482;1;54;,81026848353523;1981;37;5;1;1;1;1;2;1; ;3;1;1;6;2;2;40;1;2;5;0;23;0;2; ; ;3;3;2;1;2;1;2;2; ;2;2;1;3;1;3;2;2;1;2;2;3;3;2;2;2;2;2;2;2; ;2;1;1;2;1;1;1; ;1;1;2;1;2;1;2;2;2;1;1;2;2;1;1;1;2;2; ;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;2;3;3;2;1;1;4;2;3;3;2;1;1;0;4;4;2;1;3;2;2;3;3;4;99;1;2;2;2
3482;1;55;,930215065297832;1982;36;5;1;1;1;2;4;3; ;2;1;1;0;2;1;38;2;2;0;0;0;0;2; ; ;9;1;1;1;3;1;2;2; ;4;2;1;1;2;1;2;2;1;2;3;3;4;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;8;2;2;2;2;2;2;2;2;1;1;2; ;1;1;2;2;2;1;2;2;2; ; ; ; ; ; ;1;1;1;1;3;3;1;1;5;3;5;4;2;3;3;2;4;4;4;1;3;3;2;3;3;3;10;5;4;4;2
3482;1;56;1,14298724027643;1992;26;3;1;1;1;2;3;3; ;1;1;1;0;2;2;40;2;2;0;0;0;0;2; ; ;1;1;1;3; ;1;3;3; ;3;1;1;2;1;1;2;2;1;1;1;3;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;2;9; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3;3;2; ; ; ; ; ; ;1;3;3;1;4;1;1;1;5;5;5;4;2;1;1;999;4;4;4;1;4;3;3;2;3;3;8;1;1;1;1
3482;1;57;,907358046485407;1969;49;7;1;1;1;3;9;3; ;2;1;1;7;2;2;38;2;2;0;0;0;0;2; ; ;3;1;1;1;1;1;1;2; ;2;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;1;2;2; ; ; ; ; ; ;2;3;3;3;3;4;2;4;5;4;5;2;4;2;1;10;3;4;4;3;2;3;2;3;3;1;9;5;2;4;2
3482;1;58;,901166838738508;1978;40;6;1;1;1;1;2;3; ;2;1;1;4;2;2;38;2;2;0;0;0;0;2; ; ;5;2;2;1;3;1;3;1;3;4;1;1;1;4;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2; ;2;1;1;1;1;1;1; ;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;1;3;2;2;4;1;2;2;2;1;5;4;2;1;1;0;4;4;4;1;1;1;1;1;1;1;9;1;1;1;2
