fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;ika10;sukup;lisco2010_1;ltytyy_2012;toimi;palkansa;tysuhpy;taikao;tsuhaika;vuokraty;svuokra;sivutyo;sivutuni;vastaustapa;K2;K3;K62;K13_1;K13_2;K21c_4;K21c_5;K21c_10;K21c_11;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K63;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_1;K43a_2;K43a_3;K20a_02;K20a_02a;K20a_09;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K65;K47;K48;K66;K67;K67a;K67b_1;K67b_2;K67b_3;K67b_4;K67b_5;K67b_6;K67b_7;k67b_8;k67b_9;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K40;tb_paino
3727;1,0;1424;1971;50;8;4;2;9;3;2;1;1;1;9;2; ;2; ;1;5;3;1;1; ;3;2;3;3;3;3;2;4;4;4;4;1;2;1;2;1;1;2;1;1;1;1;4;5; ; ; ;1;2;3;3;3;3;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;3;2;2;3;0;3;3;2;3;2;2;2;3;2;3;3;4;3;1;0;0;1;1;0;0;0;1;,9483124492812
3727;1,0;1425;1963;58;9;5;2;6;1;9;1;1;1;19;2; ;2; ;1;3;3;1;1; ;1;1;1;1;1;1;1;1;1;1;1;2; ;2;2;2;2;1;1;1;1;2;5;5; ; ; ;1;1;2;3;2;3;4;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;2;1;4;1;3;1;2;1;4;5;4;5;1;4;4;2;1;1;0;0;0;0;0;0;2;,8630840079197
3727;1,0;1426;1988;33;4;2;2;2;2;4;3;1;1;8;2; ;2; ;1;6;2;1;1; ;2;2;2;1;2;3;2;2;1;1;1;1;4;1;2;1;1;2;2; ;2;2;4;4;2;1;1;1;2;4;3;3;3;2;2;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;2;3;1;2;1;3;1;1;2;45;5;4;2;4;2;3;4;4;4;2;4;4;1;1;1;0;0;0;0;0;0;1;1,0621060135797
3727;1,0;1427;1997;23;2;1;2;5;3;2;1;1;1;1;2; ;2; ;1;2;2;1;1; ;1;1;1;2;2;2;1;3;3;3;2;2; ;2;2;2;1;2;2; ;2;2;5;5; ; ; ;2; ;2;3;3;3;4;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;3;1;1;2;2;1;1;3;3;3;3;2;1;4;4;3;3;3;2;3;1;1;0;0;0;0;1;0;0;1;2,4425984532398
3727;1,0;1428;1960;61;10;5;2;3;1;3;2;1;1;39;2; ;2; ;1;3;2;1;1; ;1;2;2;1;2;2;2;2;2;2;2;2; ;1;2;2;2;1;1;1;1;4;5;5; ; ; ;1;3;4;2;1;2;2;4;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;2;2;0;1;1;1;1;1;4;4;4;4;2;4;4;4;0;0;0;0;0;0;0;1;2;,8140547531744
3727;1,0;1429;1988;33;4;2;2;3;3;2;2;1;2;2;2; ;2; ;1;10;3;1;1; ;2;2;3;3;3;2;2;2;1;2;2;1;1;1;2;2;2;1;2; ;1;1;4;5; ; ; ;1;2;3;3;3;2;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;2;3;3;3;3;2;1;1;1;4;3;3;2;4;2;4;4;4;4;1;4;3;1;1;0;0;0;0;0;0;0;2;1,0028554057790
3727;1,0;1430;1985;35;5;3;2;3;1;3;2;2;1;0;2; ;2; ;1;6;2;5;1; ;1;1;1;1;1;1;1;1;1;1;1;2; ;1;1;1;1;1;1;2;1;3;5;1;1;1;1;1;1;2;3;2;2;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;3;1;1;0;2;2;1;3;1;4;4;4;4;1;3;3;2;1;1;0;0;0;0;0;0;2;,7454512356668
3727;1,0;1431;1982;39;5;3;2;5;3;2;2;1;1;9;2; ;2; ;2;7;2;1;1; ;1;1;2;1;1;2;1;2;3;2;2;1;2;1;2;1;1;1;2; ;2;3;5;5; ; ; ;1;1;3;3;3;4;4;4;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;2;2;2;1;3;3;2;2;2;3;3;3;4;2;4;4;1;1;0;0;0;0;0;0;0;1;,8836114530829
3727;1,0;1432;1961;60;10;5;2;9;2;4;1;1;1;36;2; ;2; ;2;1;2;1;1; ;1;1;1;2;1;2;1;2;2;2;2;2; ;2;2;2;2;2;2; ;1;2;5;5; ; ; ;1;1;3;1;1;1;4;2;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;4;2;1;0;1;2;1;1;1;4;4;3;5;1;4;4;3;0;0;0;0;0;1;0;0;2;,9302625701240
3727;1,0;1433;1988;32;4;2;2;5;3;2;2;1;1;3;2; ;2; ;1;3;1;1;1; ;2;1;2;1;1;3;2;2;1;1;1;1;6;1;2;2;2;1;1;1;2;2;5;5; ; ; ;1;1;4;3;3;3;2;2;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;1;7;2;3;2;3;1;3;4;4;4;1;3;4;2;1;0;0;1;0;0;0;0;2;1,4364726477489
3727;1,0;1434;1972;48;7;4;1;9;3;2;1;1;1;0;2; ;2; ;1;6;2;1;1; ;1;1;1;1;1;1;1;1;1;1;2;2; ;1;1;2;1;2;2; ;1;1;5;5; ; ; ;1;1;2;4;2;4;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;4;1;1;0;1;1;1;1;1;5;5;1;5;1;3;3;1;1;0;0;0;0;0;0;0;2;1,4755884021641
3727;1,0;1435;1964;56;9;5;1;7;3;2;1;1;1;11;2; ;2; ;1;7;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2;1;2;2;2; ;3;1;5;5; ; ; ;1;3;3;3;3;3;4;4;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;2;66;2;2;3;2;2;3;3;2;3;3;2;3;3;0;1;0;0;0;0;0;0;2;2,2113365392803
3727;1,0;1436;1975;46;7;4;1;3;3;2;2;1;1;9;2; ;2; ;2;5;2;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2; ;2;2;2;2;1;1;1;1;3;5;1;3;4;3;1;2;2;2;1;2;3;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;4;1;1;0;2;2;2;3;2;3;5;5;5;1;4;4;1;1;0;0;0;0;0;1;0;2;1,3832027473275
3727;1,0;1437;1965;56;9;5;1;9;1;3;1;1;1;1;2; ;2; ;1;2;2;1;1; ;2;1;2;2;2;2;2;2;3;2;2;1;7;1;2;2;2;2;1;2;2;2;5;5; ; ; ;1;1;3;3;3;3;4;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;3;2;2;3;2;2;2;2;4;4;3;4;2;3;3;2;1;1;0;0;0;0;0;0;2;1,8239772027725
3727;1,0;1438;1986;35;5;3;1;7;3;1;1;1;1;8;2; ;2; ;2;5;1;1;2;2;1;1;1;1;1;2;1;1;1;2;1;2; ;1;1;1;1;1;1;1;1;2;5;4;9;3;1;1;1;2;2;2;3;3;3;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;3;1;1;4;1;2;2;2;1;5;5;2;3;2;4;4;1;1;1;0;1;0;0;1;0;2;1,6677463566130
3727;1,0;1439;1987;34;4;2;1;9;3;1;1;1;1;1;2; ;2; ;2;7;1;4;2;1;2;3;1;2;1;3;1;2;2;2;1;1;4;1;1;1;1;2;1;2;2;3;4;3;3;4;2;2; ;2;3;1;1;4;2;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;2;2;1;3;1;3;2;3;1;3;4;4;2;3;2;3;3;1;1;0;1;1;0;0;0;0;2;1,8762344651246
3727;1,0;1440;1972;49;7;4;1;7;3;1;1;1;1;7;2; ;2; ;2;8;3;4;2;1;2;1;1;2;2;3;2;2;2;1;2;2; ;1;2;1;9;1;2; ;1;2;5;3;2;1;2;1;2;2;2;2;1;2;3;1;2;1;3;3; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;2;2;2;2;40;1;2;3;3;2;4;4;3;3;2;3;3;1;1;1;0;1;1;0;1;0;1;2,3227581953951
3727;1,0;1441;1962;59;9;5;1;3;3;2;2;1;1;1;2; ;2; ;2;2;2;1;2;2;1;1;1;2;1;4;1;2;1;1;1;2; ;2;2;2;2;1;2; ;1;4;5;5; ; ; ;1;1;2;1;1;1;1;1;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;4;4;1;1;0;1;1;1;1;1;4;4;4;5;1;3;4;1;1;1;0;0;0;0;1;0;2;,6027618746680
3727;1,0;1442;1999;22;2;1;1;5;3;2;2;1;1;0;2; ;2; ;2;3;1;1;1; ;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;4;5; ; ; ;2; ;2;2;2;4;1;1;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;1;1;0;1;2;2;1;1;4;4;5;4;1;4;4;1;1;1;0;1;0;0;0;0;2;1,6281374881152
3727;1,0;1443;1959;62;10;5;1;9;3;1;1;1;1;11;2; ;2; ;2;2;2;4;1; ;1;2;1;2;3;3;2;3;2;3;3;2; ;2;2;2;2;2;1;1;1;3;5;5; ; ; ;2; ;3;3;2;3;3;4;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;3;3;2;1;5;1;2;3;2;1;3;3;3;4;2;3;3;2;1;1;1;0;0;1;1;0;2;,7107991801162
3727;1,0;1444;1966;55;9;5;1;3;3;2;2;1;1;14;2; ;2; ;1;4;1;5;2;2;2;1;2;1;1;1;1;2;1;1;1;2; ;1;2;1;1;2;1;1;1;3;4;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;1;1;0;2;2;1;2;2;4;4;1;4;1;3;3;1;1;0;1;0;0;0;0;0;1;,5414476244106
3727;1,0;1445;1959;62;10;5;1;7;3;1;1;1;2;21;2; ;2; ;2;2;2;2;1; ;2;1;1;1;1;3;1;1;2;2;2;2; ;2;2;2;2;1;2; ;1;3;5;5; ; ; ;1;2;2;4;3;4;4;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;2;2;0;1;1;2;2;1;4;5;4;5;1;3;3;3;0;0;0;0;0;1;0;0;2;1,2422295552923
3727;1,0;1446;1970;51;8;4;1;7;3;1;1;1;1;0;2; ;2; ;2;1;1;2;1; ;1;1;1;2;1;3;2;3;2;2;2;2; ;1;2;1;1;2;1;1;2;4;4;5; ; ; ;9; ;2;3;3;3;3;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;2;1;2;1;1;1;2;2;2;2;1;3;3;3;3;2;3;3;3;2;2;2;2;2;1;0;0;0;0;0;0;0;2;,6650461187240
3727;1,0;1447;1975;46;7;4;1;3;3;1;2;1;1;13;2; ;2; ;1;10;3;5;2;1;4;4;3;1;4;3;3;4;2;4;3;2; ;2;2;1;1;2;1;1;1;1;4;1;1;1;1;1;3;4;4;3;4;3;4;1;2;1;2;1;1;1;0;1;1;0;0;1;0;0;3;3;1;1;1;1;3;1;4;1;6;3;4;1;2;2;4;4;3;2;1;2;4;4;0;1;0;0;0;0;1;0;2;1,2092544738563
3727;1,0;1448;1968;53;8;4;1;5;3;2;2;1;1;2;2; ;2; ;2;5;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;2; ;2;1;2;2;1;2; ;1;1;5;5; ; ; ;1;1;1;2;3;2;4;2;1;2;2;9;2; ;0;0;0;0;0;0;0;0;0;1;1;2;3;2;2;1;1;2;1;10;1;1;1;2;1;5;5;9;5;1;4;4;2;1;1;0;0;0;0;0;0;2;1,4397221077383
3727;1,0;1449;1982;39;5;3;1;5;3;2;2;1;2;8;2; ;2; ;1;2;2;1;1; ;1;1;1;1;1;2;2;1;1;1;1;2; ;1;2;1;1;1;1;2;1;2;5;5; ; ; ;1;1;1;2;2;1;2;1;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;2;2;2;2;0;2;2;1;2;2;4;5;2;4;2;4;4;2;1;0;0;1;0;0;0;0;2;1,7889370719735
3727;1,0;1450;1980;40;6;3;1;2;3;1;3;1;1;15;2; ;2; ;1;5;2;1;1; ;1;1;2;2;2;2;1;2;1;1;1;2; ;1;2;1;1;1;1;1;2;2;4;2;1;3;1;1;1;2;2;1;1;1;2;1;2;1;1;2; ;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;1;2;2;4;4;4;3;3;3;3;3;4;3;2;3;4;1;1;1;0;0;0;0;0;0;1;1,3844689417516
3727;1,0;1451;1987;34;4;2;1;8;3;1;1;1;1;8;2; ;2; ;2;9;9;1;1; ;3;2;2;2;2;2;2;3;2;2;3;2; ;2;2;2;2;2;1;1;3;2;5;5; ; ; ;1;3;3;3;3;3;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;4;1;1;1;4;3;1;1;25;1;2;2;2;1;2;4;2;4;3;2;3;1;0;1;0;1;1;1;0;0;2;1,3910476357893
3727;1,0;1452;1989;32;4;2;1;2;3;2;3;1;1;11;2; ;2; ;2;5;1;1;2;2;2;2;2;2;2;2;2;2;2;9;2;1;2;1;2;1;2;1;1;1;1;1;5;1;2;2;2;1;2;3;2;2;2;1;3;1;1;1;1;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;4;3;1;1;2;2;2;2;2;2;4;4;4;4;2;4;4;1;1;1;1;1;0;0;1;0;2;,8233803072467
3727;1,0;1453;1973;48;7;4;1;7;3;1;1;1;1;13;2; ;2; ;2;8;1;1;1; ;1;1;1;2;1;1;1;2;2;2;2;2; ;1;2;1;1;1;1;1;1;2;5;5; ; ; ;1;1;3;2;2;1;2;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;3;2;2;1;1;2;2;1;5;5;4;5;2;3;4;2;1;0;0;0;0;0;0;0;1;,5451134471374
3727;1,0;1454;1975;46;7;4;1;3;3;1;2;1;1;6;2; ;2; ;1;9;3;1;1; ;3;3;3;3;3;3;3;4;3;3;3;2; ;2;2;2;2;2;1;1;1;1;5;4;1;1;1;2; ;3;2;3;3;4;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;4;2;1;2;0;3;3;3;3;1;2;3;3;4;2;4;4;2;1;0;0;0;0;0;0;0;2;,2882544964902
3727;1,0;1455;1991;30;4;2;1;9;3;2;1;1;1;2;2; ;2; ;2;2;2;1;2;1;2;1;2;2;1;4;2;3;2;3;3;2; ;2;2;2;2;1;1;1;2;1;5;5; ; ; ;1;1;2;3;2;3;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;1;1;1;2;2;3;3;2;3;4;3;4;3;2;3;2;1;1;1;0;0;0;0;0;2;,8924959077007
3727;1,0;1456;1996;25;3;2;1;7;3;1;1;1;1;4;2; ;2; ;2;7;2;1;1; ;1;1;1;2;1;1;2;2;2;2;2;2; ;2;2;1;1;1;1;1;1;3;5;5; ; ; ;2; ;2;3;3;3;3;4;1;2;2;1;2; ;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;2;2;1;1;90;3;3;2;2;2;4;3;3;4;2;4;4;1;1;0;0;1;0;0;1;0;2;1,3910476357893
3727;1,0;1457;1968;53;8;4;1;5;3;2;2;1;1;17;2; ;2; ;2;3;2;5;2;2;3;1;2;4;3;3;2;3;3;3;3;2; ;2;2;2;2;2;1;1;1;3;4;1;1;2;1;2; ;2;2;2;3;3;3;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;2;2;2;3;5;3;3;2;3;2;4;3;3;2;3;4;3;1;0;1;1;0;0;0;1;0;2;,3756500264572
3727;1,0;1458;1972;49;7;4;1;4;3;2;2;1;1;4;2; ;2; ;1;2;1;1;2;2;1;2;1;2;1;1;3;2;2;2;3;2; ;1;2;1;1;1;2; ;1;4;5;5; ; ; ;2; ;2;1;1;1;4;1;1;1;1;1;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;1;10;3;3;2;2;2;4;4;4;2;1;1;4;4;1;0;0;0;0;1;1;1;1;1,6173857146609
3727;1,0;1459;1969;52;8;4;1;5;3;2;1;1;1;13;2; ;2; ;2;6;1;6;1; ;3;3;2;3;3;3;2;3;3;2;2;1;6;1;2;1;2;1;1;1;1;2;5;5; ; ; ;1;3;2;3;3;4;4;4;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;2;2;0;2;3;2;2;1;2;2;1;4;2;3;3;2;1;1;0;0;0;0;0;0;2;1,0484971739325
3727;1,0;1460;1970;51;8;4;1;8;3;1;1;1;1;6;2; ;2; ;2;5;3;4;1; ;1;1;1;2;2;2;1;2;2;2;2;2; ;2;2;2;2;1;1;1;1;2;5;5; ; ; ;2; ;2;3;3;3;3;3;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;1;1;4;1;2;2;2;1;4;4;4;3;1;3;3;2;1;0;0;0;0;0;0;0;2;,5713066618908
3727;1,0;1461;1993;28;3;2;1;3;3;2;2;1;1;2;2; ;1;5;1;1;2;1;2;2;1;1;2;2;1;1;1;1;1;1;1;2; ;2;2;2;1;1;1;1;1;2;5;5; ; ; ;1;1;2;1;1;1;1;1;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;2;2;1;1;0;1;2;2;2;1;4;4;4;3;2;4;4;1;1;0;1;0;0;0;0;0;1;,8172734382020
3727;1,0;1462;1965;56;9;5;1;4;3;2;2;1;1;3;2; ;2; ;1;5;3;1;1; ;1;1;2;1;1;2;1;1;1;2;2;2; ;2;2;2;1;1;1;1;1;1;5;5; ; ; ;1;1;1;1;1;1;1;3;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;2;2;2;6;1;2;2;2;1;5;5;5;3;2;4;4;1;1;0;0;0;0;0;0;0;1;,3010925952499
3727;1,0;1463;1988;33;4;2;1;4;3;2;2;1;1;99;2; ;2; ;1;6;2;1;1; ;3;3;2;3;3;3;1;3;1;2;3;2; ;1;2;1;2;1;2; ;1;2;3;4;4;4;1;2; ;3;1;2;1;3;1;1;2;1;2;3; ;0;0;0;0;0;0;0;0;0;2;9;1;1;1;1;4;3;1;1;20;2;3;3;3;3;3;3;4;4;1;3;3;2;1;1;1;1;1;0;0;0;1;,7739170381108
3727;1,0;1464;1973;47;7;4;1;7;3;1;1;1;1;17;2; ;2; ;1;6;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2;2;2;1;1;2;1;2;2;5; ; ; ;1;2;2;2;2;2;2;2;1;2;2;4;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;1;2;0;2;3;1;2;1;3;3;3;3;1;4;4;4;0;1;0;0;0;0;0;0;1;1,1149039296220
3727;1,0;1465;1989;32;4;2;2;2;1;3;3;2;1;4;2; ;2; ;1;6;2;5;1; ;1;1;2;2;1;3;2;1;1;2;2;2; ;1;1;1;1;2;1;2;2;2;3;1;2;3;2;1;1;3;2;2;2;2;2;1;1;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;1;3;3;10;5;5;2;4;3;3;4;3;4;2;3;1;2;1;0;0;0;0;0;1;0;1;1,8495159957500
3727;1,0;1466;1990;31;4;2;2;3;2;4;2;2;1;0;2; ;2; ;1;6;9;6;1; ;2;1;1;1;2;3;2;1;1;2;1;2; ;1;2;1;1;1;1;1;1;2;5;2;2;2;2;2; ;3;2;2;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;2;2;0;1;1;1;1;1;2;4;2;3;2;4;4;1;1;0;0;0;0;0;0;0;2;1,8000527266142
3727;1,0;1467;1983;38;5;3;2;5;3;2;2;1;1;2;2; ;2; ;2;5;2;1;1; ;2;4;3;4;2;4;3;3;2;2;3;1;1;2;2;1;1;1;1;1;2;1;3;4;2;1;3;1;3;3;4;3;3;4;4;1;2;1;2;1;1;0;1;0;1;0;0;0;0;0;3;2;2;3;9;2;2;2;1;1;40;3;3;3;3;3;3;3;4;4;1;4;4;1;1;1;0;0;0;0;0;0;2;,6902591817073
3727;1,0;1468;1962;59;9;5;2;3;1;3;2;1;1;17;2; ;2; ;1;10;2;1;1; ;1;1;1;1;1;1;1;1;2;2;2;2; ;1;2;2;2;1;1;1;1;1;4;2;1;1;3;1;2;2;2;3;4;4;4;1;2;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;2;2;0;3;2;2;4;2;4;4;4;3;2;3;3;2;1;1;0;0;0;1;0;1;2;,4030854472322
3727;1,0;1469;1984;36;5;3;2;3;2;4;2;1;1;5;2; ;2; ;2;5;2;1;1; ;2;2;2;2;2;3;2;3;2;2;3;1;3;1;1;2;2;2;2; ;2;2;5;5; ; ; ;1;2;3;3;3;3;4;3;1;2;1;2;1;2;0;0;0;0;0;0;0;0;0;2;2;3;3;3;2;2;1;3;3;8;3;3;3;4;3;4;3;4;4;2;4;4;1;1;0;0;0;0;0;0;0;2;,7066650577959
3727;1,0;1470;1968;52;8;4;2;5;2;4;2;1;1;12;2; ;2; ;1;4;2;2;1; ;3;3;3;3;3;4;3;2;2;3;2;2; ;1;2;1;2;2;2; ;2;2;4;5; ; ; ;2; ;3;4;3;4;4;3;1;2;2;4;3; ;0;0;0;0;0;0;0;0;0;2;4;2;3;2;1;1;2;2;2;45;4;4;3;3;2;4;3;3;4;1;4;4;1;0;1;0;0;1;0;0;0;2;1,6866931767061
3727;1,0;1471;1966;55;9;5;2;2;2;4;3;1;1;30;2; ;2; ;1;8;1;1;2;1;1;2;2;2;2;3;2;2;2;2;2;1;12;1;2;1;2;1;1;1;1;2;5;2;3;3;1;1;2;2;3;3;3;3;3;1;2;1;2;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;4;2;1;1;0;2;2;2;2;2;3;3;2;3;2;4;4;1;1;1;0;0;0;0;0;0;2;,3427855605873
3727;1,0;1472;1971;50;8;4;2;9;3;2;1;1;1;5;2; ;2; ;2;999;1;2;1; ;1;9;9;9;9;1;1;2;1;2;2;2; ;2;2;2;1;1;2; ;2;1;5;5; ; ; ;2; ;3;1;2;2;2;3;1;1;1;9;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;4;4;2;1;0;2;9;9;9;9;9;9;9;9;9;9;9;9; ; ; ; ; ; ; ; ; ;2,2342741595401
3727;1,0;1473;1979;42;6;3;2;2;1;3;3;2;1;6;2; ;2; ;2;10;9;5;1; ;2;2;2;2;2;3;2;1;1;1;2;2; ;2;2;1;1;1;1;1;2;1;3;1;1;1;2;1;2;2;2;2;3;2;3;1;2;1;2;1;1;0;0;0;1;0;0;0;0;0;2;1;4;1;1;1;1;1;3;2;0;4;4;2;3;1;3;4;5;3;1;4;4;2;1;0;0;0;0;0;0;0;1;1,5659186108844
3727;1,0;1474;1978;43;6;3;2;9;3;1;1;1;2;2;1; ;2; ;1;4;2;1;2;1;4;2;4;4;3;3;3;4;4;4;4;2; ;2;2;2;2;2;2; ;3;1;4;5; ; ; ;2; ;4;4;4;4;4;4;1;2;2;4;1;3;0;0;0;0;0;0;0;0;0;2;4;4;4;1;1;1;2;3;3;3;3;4;3;3;2;5;4;4;3;2;2;2;2;1;0;0;0;0;0;0;0;2;3,1870332703173
3727;1,0;1475;1968;52;8;4;2;3;3;2;2;2;1;1;2; ;2; ;2;3;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;1;3;1;2;1;1;2;1;1;1;1;2;3;1;1;1;1;1;3;2;3;1;3;2;1;1;1;3;2; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;3;1;1;1;2;2;2;2;2;4;4;4;4;1;4;4;1;1;0;1;1;0;1;1;0;1;,4883138885936
3727;1,0;1476;1967;54;8;4;2;4;3;2;2;1;2;1;2; ;2; ;1;2;2;1;1; ;2;2;2;2;2;3;2;2;2;2;2;2; ;2;2;2;2;1;1;1;1;4;5;5; ; ; ;2; ;2;2;1;3;4;3;1;2;2;2;2; ;0;0;0;0;0;0;0;0;0;2;1;4;1;1;1;4;4;1;1;0;2;2;2;2;2;4;4;3;3;1;3;3;2;1;0;0;0;0;0;0;0;2;,7059309231602
3727;1,0;1477;1968;52;8;4;2;5;3;2;1;1;1;0;2; ;2; ;2;2;1;1;2;2;1;2;2;3;1;1;1;1;2;1;2;2; ;2;2;1;1;1;2; ;1;1;5;5; ; ; ;2; ;3;3;3;4;4;4;2; ; ; ;1;4;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;2;2;0;1;1;2;1;1;5;5;4;4;1;3;4;2;1;0;0;1;0;0;1;0;2;2,3488693140272
3727;1,0;1478;1987;33;4;2;2;4;3;2;2;1;1;5;2; ;2; ;2;5;3;1;1; ;2;3;2;9;1;4;4;4;1;1;3;2; ;2;2;2;2;2;2; ;3;2;5;5; ; ; ;2; ;3;3;4;2;1;4;1;2;2;4;1;2; ; ; ; ; ; ; ; ; ;3;3;2;3;1;1;1;2;2;3;0;4;3;3;3;3;3;3;4;4;9;9;9;9; ; ; ; ; ; ; ; ;2;1,0435260450587
3727;1,0;1479;2002;19;1;1;2;9;2;4;1;1;1;1;2; ;2; ;1;1;2;1;1; ;2;1;1;2;1;2;1;1;2;1;2;2; ;2;2;2;1;1;1;1;2;2;5;5; ; ; ;2; ;2;2;2;2;3;2;2; ; ; ;2; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;3;2;2;3;1;2;2;1;1;4;3;3;4;2;3;3;1;1;0;0;0;0;0;0;0;2;2,3164247440685
3727;1,0;1480;1967;54;8;4;2;2;2;4;3;2;1;7;2; ;2; ;1;6;2;5;1; ;3;3;3;3;3;3;2;2;2;2;3;1;3;1;2;1;1;2;1;1;1;2;4;1;1;1;1;1;2;2;3;3;3;3;3;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;2;3;2;1;1;1;4;2;1;2;14;4;4;3;3;3;3;3;3;3;2;4;4;3;1;0;0;1;0;0;0;0;1;1,3949741945462
3727;1,0;1481;1978;43;6;3;2;2;2;4;3;1;1;20;2; ;2; ;1;6;2;1;1; ;2;3;2;2;1;3;2;2;3;2;3;2; ;2;2;2;2;2;2; ;3;1;2;5; ; ; ;2; ;4;4;4;4;4;3;1;1;1;3;3; ;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;2;1;2;1;5;2;3;2;2;2;4;4;4;4;1;3;3;2;1;1;0;0;0;0;0;0;2;,6759195102938
