fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;lisco2010_1;ltytyy_2012;toimi;tysuhpy;taikao;tsuhaika;vuokraty;sivutyo;sivutuni;vastaustapa;palkansa;ika10;toimi2;sose;tb_paino;K2;K3;K21c_4;K21c_5;K21c_10;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K53_1;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_4;K43a_5;K20a_02;K20a_13;K44C;K44E;K44H;K44G;K44I;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K21b_6;K65_1;K48;K47;K47a;K33a;K33_1;K33_2;K33b;K33_4;K33_3;K33b_1;K33_9;K33_5;K33_7;K33_6;K33_8;K33_10;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K13_1;K13_2;K40
3784;1,0;1;1961;61;10;1;3;3;2;1;1;3;2;2; ;2;2;5;8;2;,6920717855548;2;2;2;1;1;2;2;2;2;2;2;2;2; ;1;2;1;2;2;1;2;2;2;9;2;1;2;2;1;2;1;1;2;2;3;3;4;3;3;1;2;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;2;2;5;2;3;3;3;1;4;4;4;4;3;4;3;2;1;1;0;1;1;1;0;0;2;1;2
3784;1,0;2;1968;54;8;1;2;3;2;1;1;22;2;2; ;1;3;4;11;1;,9487852541098;5;1;2;1;2;2;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;1;2;4;1; ;1;1;2;1;2;1;1;2;3;3;2;1;3;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;3;2;2;1;1;2;1;1;1;4;3;3;2;30;3;3;2;3;2;3;4;3;3;2;3;3;2;1;0;0;1;0;1;0;0;2;1;1
3784;1,0;3;1973;49;7;1;2;3;2;1;1;2;2;2; ;2;3;4;10;1;,8316479099283;3;1;1;1;1;1;3;3;2;2;2;2;1;5;1;2;1;1;1;1;1;1;3;5;2;4;2;1;2;2;3;2;2;1;3;3;3;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;3;3;2;2;3;1;1;1;1;1;1;4;2;2;2;3;3;3;3;3;1;3;4;4;4;2;3;3;2;1;1;1;1;0;0;1;0;1; ;2
3784;1,0;4;1962;60;10;1;2;3;2;1;1;11;2;2; ;1;3;5;16;1;,6346761921632;6;1;4;3;3;4;4;3;4;2;3;4;2; ;1;2;1;2;2;1;2;1;1;1;1; ;3;1;4;2;2;1;1;2;2;2;3;3;4;1;1;1;2; ;1;2;1;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;4;2;1;1;0;2;3;5;2;1;4;2;3;1;3;2;2;3;1;0;0;0;0;0;0;0;4;1;2
3784;1,0;5;1960;61;10;1;2;3;2;2;2;13;2;1;21;1;3;5;18;1;,6761367404389;8;2;1;1;2;2;3;2;3;3;3;3;2; ;2;2;1;1;2;1;1;1;1;4;4; ;1;2;2;2;1;2;2;2;2;2;3;3;3;1;3;1;2; ;2; ; ;2; ; ; ;2;3;3;2;2;2;4;1;2;1;1;1;4;3;1;1;1;2;3;3;3;2;4;4;2;3;2;3;3;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;6;1976;46;7;1;2;3;2;1;1;4;2;2; ;1;3;4;14;1;,8028945200135;4;1;1;1;1;1;2;2;2;1;1;1;2; ;2;2;1;1;2;2; ;1;1;4;1; ;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;2;2;20;3;3;1;2;1;4;4;4;4;1;4;4;1;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;7;1992;30;4;1;2;3;1;1;1;1;2;2; ;1;3;2;6;1;,9376810611250;8;1;3;2;2;3;3;3;3;3;2;3;2; ;2;2;1;1;2;1;1;2;2;5;1; ;1;2;3;3;3;3;2;3;3;2;3;1;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;2;2;3;4;3;3;4;3;2;2;2;3;1;3;4;4;1;1;1;0;1;0;0;1;1;1; ;2
3784;1,0;8;1996;26;3;1;2;3;2;2;1;0;1;2; ;1;3;2;10;1;1,0132737708097;5;1;2;2;2;2;3;1;2;1;2;2;2; ;1;2;1;1;1;1;1;1;2;5;2;1;1;2;1;2;2;2;2;3;3;2;3;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;1;3;2;2;2;2;1;4;1;1;1;4;2;1;2;8;3;2;2;2;1;3;3;4;3;3;4;3;1;1;0;0;0;1;0;0;0;1; ;2
3784;1,0;9;1995;27;3;1;3;2;4;1;1;0;2;2; ;1;2;2;17;2;1,3780937556013;11;2;4;2;2;1;2;1;2;1;2;2;2; ;1;1;1;2;1;1;1;1;2;5;3; ;1;1;2;2;1;2;1;2;3;2;3;3;3;2;1;1;2; ;2; ; ;3; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;3;1;1;5;3;2;2;3;2;4;4;4;4;1;4;3;1;1;0;0;1;0;0;0;0;2;2;2
3784;1,0;10;1988;34;4;1;3;3;1;1;1;1;2;2; ;2;2;2;3;2;,9823694961558;1;2;3;3;2;4;3;2;4;2;3;3;2; ;2;1;1;1;1;2; ;2;1;2;1; ;2;1;4;4;2;4;3;3;3;4;4;1;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;3;3;4;1;1;1;4;1;1;3;8;5;4;3;3;2;1;3;4;3;4;2;2;2;1;1;1;0;0;0;1;0;1; ;2
3784;1,0;11;1990;32;4;1;2;1;3;2;1;1;2;2; ;1;3;2;15;1;,9402453673072;9;2;2;2;2;1;2;2;3;1;2;2;2; ;2;1;2;1;1;1;1;1;3;4;2;1;1;1;2;2;2;2;2;2;2;3;3;2;2;1;1;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;1;1;1;1;1;1;3;2;3;3;0;3;3;3;4;1;3;3;3;3;2;4;4;1;1;0;0;0;0;0;1;0;1; ;2
3784;1,0;12;1963;58;9;1;3;1;3;1;1;35;2;2; ;1;2;5;15;2;,6477967719671;10;2;2;2;2;2;2;1;2;2;2;2;2; ;1;2;1;2;2;1;1;1;2;5;4; ;1;1;2;1;1;1;1;1;2;2;1;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;2;2;2;5;2;2;2;2;2;4;4;4;4;1;4;4;1;0;1;0;0;0;1;0;0;1; ;1
3784;1,0;13;1980;42;6;1;2;3;2;1;1;0;2;2; ;2;3;3;13;1;,8925625808686;1;2;1;1;1;1;2;1;2;1;1;1;2; ;2;2;1;2;1;1;1;1;2;5;2;3;1;2;1;2;1;2;1;1;3;3;3;1;2;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;2;2;5;4;3;3;2;2;4;4;4;3;2;4;3;2;1;0;0;0;0;0;0;1;1; ;2
3784;1,0;14;1970;52;8;1;2;3;2;1;1;2;2;2; ;1;3;4;10;1;,9045102405221;10;1;2;2;3;3;2;2;3;2;3;2;1;5;2;2;1;1;1;1;1;2;4;4;3; ;2;1;2;3;3;3;3;3;3;3;3;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;3;2;2;2;0;2;2;2;2;2;3;4;4;3;2;3;3;2;1;0;0;1;0;0;0;0;2;1;2
3784;1,0;15;1976;46;7;1;2;3;2;1;1;2;2;2; ;1;3;4;16;1;,8028945200135;6;1;1;1;2;1;2;2;2;1;2;2;2; ;2;2;2;1;2;2; ;1;3;2;3; ;2;1;1;2;1;2;1;2;2;1;3;1;2;1;1;1;2; ;2; ; ;2; ; ; ;2;3;2;2;3;2;1;1;2;1;1;1;4;2;1;2;3;2;3;2;2;1;4;4;4;3;2;4;4;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;16;1964;58;9;1;3;3;1;1;1;25;2;2; ;1;2;5;3;2;,8252553612903;3;2;2;3;3;3;3;2;3;3;3;3;2; ;2;2;2;2;2;2; ;1;3;5;1; ;1;1;2;2;2;3;3;4;3;2;4;1;4;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;3;1;1;1;1;3;3;1;1;7;1;2;4;2;2;4;4;4;2;2;2;3;2;0;1;0;0;1;0;0;0;2;1;2
3784;1,0;17;1990;32;4;1;2;3;2;1;1;3;2;2; ;1;3;2;13;1;3,0455799223901;5;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1; ;1;1;2;2;1;2;1;1;2;3;2;1;2;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;4;2;1;1;1;3;2;2;2;2;4;4;4;4;1;3;3;1;1;0;0;0;0;0;0;0;2;1;2
3784;1,0;18;1966;55;9;1;2;3;2;1;1;3;2;2; ;1;3;5;13;1;,6473833505240;11;2;2;2;2;2;2;1;2;2;1;2;1;1;2;2;2;1;2;1;1;1;2;5;1; ;1;1;2;2;2;1;2;2;1;2;3;1;2;1;1;1;2; ;2; ; ;3; ; ; ;2;2;2;2;2;2;1;2;2;1;1;1;4;3;2;1;5;3;3;2;3;2;3;3;4;3;1;4;4;1;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;19;1987;35;5;1;2;3;2;1;1;1;2;2; ;2;3;3;10;1;,9052697392295;7;2;2;1;2;2;3;2;2;1;1;2;1;1;1;2;1;1;1;1;1;1;2;5;1; ;1;1;1;2;1;2;1;2;2;3;3;1;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;2;5;1;3;3;2;2;3;4;4;4;2;4;4;1;1;0;0;0;0;1;0;0;1; ;2
3784;1,0;20;1976;46;7;1;2;3;1;1;1;0;2;2; ;1;3;4;3;1;,8028945200135;7;1;2;1;1;2;2;1;2;2;2;1;2; ;2;2;2;1;2;1;1;1;3;3;3; ;1;1;1;2;1;2;1;2;2;2;3;2;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;1;1;1;1;4;3;2;1;0;2;2;2;2;1;4;3;4;3;2;4;4;1;1;1;1;0;0;0;0;0;2;1;2
3784;1,0;21;1987;35;5;1;2;3;2;1;1;0;2;2; ;1;3;3;7;1;,8609947256418;6;2;2;1;1;1;3;1;1;1;1;1;2; ;1;1;1;1;1;2; ;1;3;4;2;3;1;1;1;2;1;1;1;1;2;2;2;1;2;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;2;2;2;6;3;3;2;3;2;4;4;4;4;2;3;3;2;1;1;0;0;0;0;0;0;2;1;2
3784;1,0;22;1957;64;10;1;2;2;4;1;1;19;2;2; ;2;3;5;13;1;,6473833505240;6;2;3;3;4;2;4;3;4;1;3;2;2; ;1;2;1;1;2;1;1;1;2;5;1; ;2;2;1;3;4;2;3;3;2;1;3;1;4;1;1;1;2; ;2; ; ;3; ; ; ;3;2;2;2;3;3;3;3;1;1;1;2;4;2;2;2;4;3;2;1;2;2;5;5;4;3;1;4;4;3;0;0;0;0;0;0;0;1;2;1;2
3784;1,0;23;1994;28;3;1;9;3;2;1;1;1;2;1;9;1;1;2;8;3;1,2756088706736;5;1;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;1;1;1;1;1;2;5;5; ; ;2;2;2;2;3;2;2;3;1;3;3;3;1;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;14;1;2;3;2;2;3;3;3;3;2;4;4;2;1;1;0;0;1;0;0;0;2;2;2
3784;1,0;24;1991;30;4;1;2;2;4;2;1;3;2;1;5;2;3;2;17;1;,9845203808949;11;3;3;2;3;2;4;3;1;1;1;3;1;6;1;1;1;1;2;2; ;2;1;2;4; ;3;1;1;1;1;2;1;3;4;3;3;4;3;2;2;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;3;1;3;2;1;1;0;2;3;2;2;1;4;4;4;5;1;4;4;1;1;0;1;0;0;0;1;0;1; ;2
3784;1,0;25;1987;35;5;1;5;2;4;1;1;9;2;2; ;1;2;3;15;2;1,0831417499957;10;1;2;2;2;1;2;1;1;2;1;2;2; ;1;1;1;1;1;1;1;1;3;5;5; ; ;1;3;1;1;1;1;1;4;3;3;3;3;3;5;1;2; ;2; ; ;1;2;1;2;3;2;2;3;2;2;1;1;2;1;3;1;2;2;1;1;9;2;2;2;2;1;4;4;2;5;1;4;4;1;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;26;1967;55;9;1;8;3;2;1;1;8;2;2; ;2;1;5;8;3;,8970112920270;8;3;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2;1;2; ;3;1;2;5; ; ;1;2;1;1;1;1;2;1;4;4;4;3;2;6; ; ; ;2; ; ;2; ; ; ;2;2;2;2;1;2;2;1;2;1;3;1;4;4;1;1;15;1;1;3;3;1;4;4;4;4;1;4;4;1;1;1;0;0;0;1;0;0;1; ;2
3784;1,0;27;1986;36;5;1;8;3;1;1;1;16;2;2; ;1;1;3;3;3;1,3517915860432;9;9;3;3;2;2;2;2;2;9;2;2;2; ;2;2;1;2;2;1;1;3;1;4;4; ;3;1;3;3;2;3;3;2;3;2;3;3;3;2;3;1;2; ;2; ; ;2; ; ; ;2;3;3;3;3;3;1;1;1;1;1;1;2;3;2;2;999;4;3;4;3;2;3;3;3;3;3;3;3;2;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;28;1984;38;5;1;7;3;2;1;1;1;2;2; ;2;1;3;7;3;,9748747852271;5;1;2;1;2;1;3;1;1;1;1;2;1;5;1;2;1;1;1;1;1;2;2;4;5; ; ;1;2;1;1;1;1;1;1;2;2;4;2;1;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;3;1;1;3;3;2;2;2;1;4;5;4;5;2;4;4;1;1;0;0;0;0;1;1;0;2;1;1
3784;1,0;29;1971;50;8;1;2;3;2;1;1;18;2;2; ;1;3;4;10;1;,8028945200135;9;3;2;2;2;2;2;2;2;2;2;2;2; ;1;2;1;1;1;1;1;2;2;4;1; ;1;1;2;2;2;2;2;2;2;2;2;1;3;2;1;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;2;2;2;2;3;3;3;3;2;2;3;4;4;3;2;3;3;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;30;1982;40;6;1;2;1;3;2;1;5;2;2; ;1;3;3;15;1;,8925625808686;5;2;2;2;2;2;2;2;2;1;2;2;1;4;1;2;1;1;1;2; ;2;2;4;2;3;1;1;3;2;1;2;2;2;2;2;3;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;3;3;2;2;3;2;1;2;1;1;1;3;2;3;3;0;4;4;2;2;1;3;4;4;3;1;3;3;1;1;0;0;0;0;0;0;0;2;1;2
3784;1,0;31;1975;47;7;1;4;3;2;1;1;25;2;2; ;1;2;4;19;2;,8763363449591;4;2;2;2;2;2;1;1;2;2;2;2;2; ;2;2;2;2;2;1;1;1;1;5;4; ;3;2;2;2;2;2;2;2;4;4;4;4;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;4;4;1;1;1;3;2;1;1;5;4;4;2;3;2;4;4;4;3;1;4;4;1;1;0;0;0;0;0;0;0;2;1;2
3784;1,0;32;1975;46;7;1;8;3;2;1;1;23;2;2; ;1;1;4;8;3;1,0525224615165;7;2;3;3;3;4;3;3;3;3;3;3;2; ;2;2;2;2;2;1;1;2;1;5;5; ; ;1;2;2;3;2;2;3;4;4;3;4;3;3;5;1;2; ;2; ; ;2; ; ; ;3;2;2;2;2;3;1;1;2;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;2;4;4;3;0;1;0;0;1;0;0;0;1; ;2
3784;1,0;33;1961;60;10;1;9;3;2;1;1;0;2;2; ;1;1;5;8;3;,8628791306180;7;1;2;3;3;4;3;3;3;4;3;3;2; ;1;2;2;2;2;2; ;1;1;5;5; ; ;2;3;3;4;3;2;4;4;4;4;4;4;3;5;2;2; ;2; ; ;2; ; ; ;3;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;12;3;3;4;2;1;2;2;4;2;2;3;3;3;0;0;0;0;0;1;0;0;2;1;2
3784;1,0;34;1996;26;3;1;7;3;1;1;1;7;2;2; ;1;1;2;3;3;1,2341483223979;2;1;2;2;3;1;3;2;2;1;2;2;2; ;2;2;2;2;1;1;1;1;1;4;5; ; ;2;1;3;3;2;2;2;2;1;3;3;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;1;1;1;1;1;2;1;3;2;1;2;4;4;3;2;3;3;3;4;4;2;2;4;4;1;1;1;0;1;0;0;0;0;2;1;2
3784;1,0;35;1964;58;9;1;5;3;2;1;1;37;2;2; ;1;1;5;14;3;,8654434368001;3;3;3;2;3;3;3;2;3;3;3;3;2; ;2;2;2;2;2;2; ;2;2;5;5; ; ;2;2;2;2;3;1;3;3;2;3;3;3;3;1;2;2; ;3; ; ;2; ; ; ;3;3;3;3;3;3;4;4;2;1;3;1;2;3;2;2;3;3;3;4;3;2;2;2;3;2;2;3;3;2;0;0;0;0;0;1;0;1;1; ;2
3784;1,0;36;1979;43;6;1;8;3;2;1;1;10;2;2; ;2;1;3;7;3;1,4601369529263;2;2;2;1;1;1;2;1;1;2;9;9;2; ;2;2;2;2;2;2; ;1;1;5;5; ; ;2;2;1;1;1;1;1;4;4;4;4;3;1;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;4;2;2;15;2;2;1;1;1;4;4;4;4;1;4;4;1;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;37;1995;27;3;1;5;1;3;2;1;0;2;2; ;2;2;2;15;2;,9823694961558;10;2;1;1;1;1;1;1;2;1;1;2;1;3;1;1;1;1;1;1;1;1;2;4;4; ;2;1;2;1;1;1;1;1;3;3;4;4;1;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;1;3;1;1;0;1;2;2;4;1;4;4;4;4;2;3;4;1;1;0;0;1;1;0;0;0;1; ;2
3784;1,0;38;1971;51;8;1;5;3;2;1;1;2;2;2; ;1;1;4;8;3;1,6954805021946;8;1;1;2;2;2;2;1;1;2;2;3;1;2;1;1;1;1;1;1;1;1;1;5;5; ; ;1;2;2;3;3;2;3;3;2;4;3;4;3;3;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;2;1;1;1;2;2;1;1;20;1;2;2;2;2;4;4;3;4;2;4;4;3;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;39;1974;48;7;1;8;3;1;1;1;28;2;2; ;1;1;4;3;3;1,0939830097922;3;2;2;2;2;2;3;2;3;3;3;3;2; ;2;2;2;2;2;1;1;1;4;5;5; ; ;1;2;1;2;2;2;2;3;2;3;3;3;3;5;2;2; ;3; ; ;3; ; ; ;3;3;3;2;3;3;2;2;4;1;1;1;3;3;2;2;20;2;2;3;2;2;3;3;2;3;3;3;3;2;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;40;1974;48;7;1;3;2;4;1;1;13;2;2; ;1;2;4;13;2;,9491986755529;4;3;3;4;3;2;3;2;3;3;3;3;2; ;2;2;2;1;2;2; ;3;1;5;5; ; ;1;4;3;2;3;3;3;3;3;3;4;4;3;3;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;1;1;1;1;1;1;1;3;3;1;2;5;2;2;4;3;3;2;2;2;2;3;3;3;2;1;0;0;0;0;0;0;0;2;2;2
3784;1,0;41;1980;42;6;1;5;3;2;1;1;12;2;2; ;1;2;3;7;2;,9056831606726;3;2;1;1;1;1;3;2;2;2;2;2;2; ;2;2;2;2;2;1;2;1;2;4;3; ;2;1;2;1;2;2;1;1;3;3;3;3;2;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;4;2;2;2;10;2;2;3;4;1;3;3;1;4;2;3;3;2;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;42;1971;51;8;1;2;3;2;1;1;0;2;2; ;1;3;4;10;1;,9360780957489;9;1;2;2;2;2;2;2;2;1;2;2;1;11;1;1;1;1;1;1;1;1;1;2;1; ;1;1;2;2;2;2;2;2;2;3;3;1;2;2;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;4;1;1;1;5;2;3;2;3;2;4;5;4;4;1;3;3;1;1;1;1;1;0;0;0;0;1; ;2
3784;1,0;43;1987;34;4;1;7;3;2;1;1;13;2;2; ;1;1;2;7;3;1,2756088706736;5;3;2;1;1;1;2;2;1;3;3;4;2; ;2;2;2;2;2;1;1;1;2;4;5; ; ;2;1;1;1;2;1;2;1;3;1;1;3;2;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;2;1;3;3;3;2;15;2;2;2;4;3;2;4;3;3;2;4;4;1;0;1;0;0;1;0;0;0;2;2;2
3784;1,0;44;1988;34;4;1;3;3;1;1;1;11;2;2; ;1;2;2;3;2;,9849338023380;8;1;1;1;1;1;1;1;1;1;1;1;1;5;2;2;2;1;2;1;1;1;2;2;1; ;1;1;4;2;1;1;1;1;2;1;2;3;2;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;1;2;3;0;5;4;4;5;2;2;3;2;3;1;4;4;2;1;0;0;1;0;0;0;0;1; ;1
3784;1,0;45;1987;35;5;1;2;3;2;1;1;3;2;1;0;2;3;3;13;1;1,0043211535559;8;3;2;3;3;2;3;1;3;3;2;3;2; ;2;2;2;2;2;1;1;3;1;5;2;3;1;1;3;2;2;3;3;3;4;4;3;3;3;3;1;1;2; ;3; ; ;2; ; ; ;2;2;2;2;3;2;1;1;1;1;1;1;3;1;2;3;1;4;4;2;2;1;4;4;4;2;3;3;3;2;1;0;1;1;0;0;0;0;1; ;2
3784;1,0;46;1982;40;6;1;3;3;2;1;1;0;2;2; ;2;2;3;7;2;1,4346404376664;999;9;1;1;1;1;2;1;1;1;1;2;2; ;1;1;1;2;2;1;1;1;2;5;2;1;1;1;2;1;1;1;1;1;4;2;4;1;4;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;4;1;1;1;1;9;1;1;10;3;2;2;3;1;4;4;3;3;1;4;3;2;1;1;1;1;0;0;0;0;1; ;2
3784;1,0;47;1984;38;5;1;2;3;1;1;1;3;2;1;3;1;3;3;6;1;1,0799138632406;3;3;2;2;1;1;3;2;3;1;3;2;2; ;2;2;1;1;2;1;1;1;2;4;4; ;2;2;1;1;1;1;1;2;2;3;2;4;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;1;4;1;1;1;1;1;4;2;1;1;5;2;2;2;3;2;4;5;4;4;1;3;4;1;1;1;0;0;0;0;0;0;2;1;2
3784;1,0;48;1992;29;3;1;3;3;2;1;1;2;2;2; ;2;3;2;11;1;1,0132737708097;5;1;1;2;1;1;3;9;2;1;2;2;2; ;1;1;1;2;2;1;1;1;3;3;2;3;1;1;2;2;2;2;2;2;3;3;4;2;3;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;2;2;3;3;3;2;1;3;3;3;4;2;4;4;3;1;1;0;0;0;0;1;0;2;2;2
3784;1,0;49;1982;40;6;1; ;3;1;1;1;10;2;2; ;2;1;3;3; ;1,1548976807325;5;1;1;1;1;1;2;3;2;1;1;2;1;4;1;2;1;1;1;1;1;1;1;5;4; ;1;1;1;2;1;1;1;1;2;2;2;4;1;2;3;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;1;5;1;2;2;4;1;4;4;4;4;1;4;4;1;0;0;1;0;0;0;0;0;2;1;1
3784;1,0;50;2002;20;2;1;7;3;2;1;1;0;2;2; ;2;1;1;7;3;2,4896316478249;1;2;1;1;1;1;1;1;1;2;1;1;1;5;1;1;1;1;1;1;2;1;2;5;5; ; ;1;1;1;1;1;1;1;2;1;3;3;3;2;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;3;1;1;10;1;1;2;1;1;4;4;4;4;2;4;4;2;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;51;1967;55;9;1;5;3;2;1;1;11;2;2;12;1;1;5;14;3;1,0939051973378;8;2;2;1;1;1;2;2;2;3;3;3;2; ;2;2;2;2;2;2; ;2;2;5;5; ; ;2;2;1;2;2;1;2;2;4;3;4;3;2;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;4;2;2;3;2;2;3;2;2;4;4;4;3;2;4;4;1;1;0;0;0;0;0;0;0;2;2;1
3784;1,0;52;1976;46;7;1;2;3;2;1;1;6;2;2; ;1;3;4;10;1;,7901873616526;4;1;3;3;4;2;4;4;4;4;4;4;2; ;1;2;1;2;2;1;1;2;2;3;1; ;1;2;1;3;4;2;2;3;3;3;3;2;4;2;1;1;2; ;2; ; ;3; ; ; ;1;2;3;2;2;3;2;2;2;1;1;1;1;1;4;4;0;5;4;5;4;2;2;2;3;3;4;4;4;1;0;1;0;0;0;1;1;1;1; ;2
3784;1,0;53;1983;39;5;1;2;3;2;1;1;2;2;2; ;1;3;3;9;1;,9052697392295;7;1;2;2;2;2;2;3;2;2;2;2;1;1;1;2;1;1;1;1;1;2;1;2;4; ;1;2;2;2;1;2;2;1;2;3;3;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;2;1;3;0;4;3;3;3;2;3;3;4;4;2;3;3;1;1;0;1;0;0;0;0;0;2;1;2
3784;1,0;54;1975;46;7;1;7;3;2;1;1;14;2;2; ;1;1;4;7;3;1,0939830097922;5;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2; ;2;2;4;5; ; ;1;2;1;2;1;1;1;3;3;3;2;3;2;1;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;2;2;3;3;0;3;3;3;3;3;3;3;3;4;2;3;3;2;1;0;0;0;0;0;0;0;2;1;2
3784;1,0;55;1963;59;9;1;7;3;1;1;1;8;2;2; ;2;1;5;6;3;1,5399693327051;3;9;2;2;3;2;3;1;3;3;3;4;2; ;2;2;2;2;2;2; ;2;2;5;5; ; ;2;2;4;3;2;3;4;3;3;4;4;4;3;6; ; ; ;3; ; ;1;2;1;9;3;3;3;3;3;2;9;9;1;1;2;1;1;4;2;1;17;2;2;3;2;2;4;3;4;2;1;2;2;3;1;0;1;0;0;1;0;0;1; ;2
3784;1,0;56;1980;42;6;1;3;3;2;1;1;15;2;2; ;1;2;3;8;2;1,0438240947434;7;2;3;2;2;2;3;2;3;2;3;3;2; ;1;2;2;1;1;1;1;1;1;5;5; ; ;1;2;3;2;2;2;2;2;2;2;3;2;1;1;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;2;2;2;4;1;1;2;2;3;2;22;3;3;3;3;1;9;3;3;3;3;4;4;1;0;0;0;0;0;0;0;1;1; ;2
