fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;lisco2010_1;ltytyy_2012;toimi;tysuhpy;taikao;tsuhaika;vuokraty;sivutyo;sivutuni;vastaustapa;palkansa;ika10;toimi2;sose;tb_paino;K2;K3;K21c_4;K21c_5;K21c_10;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K53_1;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_4;K43a_5;K20a_02;K20a_13;K44C;K44E;K44H;K44G;K44I;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K21b_6;K65_1;K48;K47;K47a;K33a;K33_1;K33_2;K33b;K33_4;K33_3;K33b_1;K33_9;K33_5;K33_7;K33_6;K33_8;K33_10;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K13_1;K13_2;K40
3784;1,0;1488;1969;53;8;1;8;3;1;1;1;22;2;2; ;1;1;4;3;3;1,0065948891569;6;1;1;1;1;1;2;1;2;2;2;2;2; ;2;2;1;1;2;1;1;1;2;5;5; ; ;2;2;2;2;1;1;2;4;2;4;3;3;3;6; ; ; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;4;2;2;0;3;3;2;2;2;3;3;3;3;2;3;4;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;1489;1979;43;6;1;2;3;2;1;1;5;2;2; ;1;3;3;10;1;,6181732479715;7;1;2;1;2;1;2;1;2;1;1;2;1;6;2;2;2;1;1;1;1;1;2;5;3; ;1;1;1;1;1;1;1;1;1;3;2;1;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;3;6;3;3;2;4;2;4;4;4;4;2;3;3;1;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;1490;1986;36;5;1;7;3;1;1;1;3;2;2; ;1;1;3;3;3;1,2635748907329;4;1;2;1;1;1;2;2;2;1;1;2;2; ;2;1;1;1;1;1;1;1;2;5;5; ; ;1;2;2;2;1;1;1;2;2;3;3;3;1;5;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;4;1;1;1;2;3;2;1;110;2;2;2;2;1;4;4;4;4;2;3;3;3;0;0;0;0;0;0;0;1;1; ;2
3784;1,0;1491;1982;39;5;1;7;3;1;1;1;7;2;2; ;2;1;3;6;3;1,2173154752560;1;3;2;2;3;2;4;3;3;2;3;4;2; ;2;2;1;1;1;1;1;1;4;4;5; ; ;2;1;2;4;3;2;3;3;3;3;4;3;3;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;3;12;4;3;3;3;2;2;2;2;3;2;2;3;1;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;1492;1980;42;6;1;8;3;2;1;1;6;2;2; ;2;1;3;8;3;1,2198797814381;5;1;2;1;2;1;4;1;2;1;2;2;2; ;1;1;1;1;1;1;1;1;4;5;5; ; ;2;2;2;1;1;1;1;1;2;4;4;3;3;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;2;0;3;3;3;2;1;4;4;2;4;2;4;4;1;0;1;1;1;1;0;0;0;2;1;2
3784;1,0;1493;1962;59;9;1;1;1;3;1;1;1;2;2; ;1;3;5;13;1;,4045618728537;11;1;1;1;1;1;1;1;2;1;2;1;2; ;1;2;1;1;1;2; ;1;2;2;2;3;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2; ; ;2; ; ; ;2;2;1;2;2;2;1;1;1;1;1;1;3;2;1;1;0;2;2;1;2;1;4;4;4;4;1;4;4;2;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;1494;1984;38;5;1;2;3;2;1;1;5;2;2; ;2;3;3;10;1;,6624482615592;6;1;2;1;1;1;2;9;1;1;2;2;1;10;1;1;1;1;1;1;1;1;2;4;1; ;1;1;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;2;1;1;1;1;4;3;3;1;10;3;2;2;2;1;5;4;4;4;2;4;4;1;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;1495;1960;62;10;1;2;3;1;1;1;3;2;2; ;2;3;5;3;1;,3602868592660;4;1;2;1;1;1;3;1;3;1;2;2;1;2;2;2;1;1;2;1;1;1;3;5;2;3;1;2;2;2;1;1;1;2;1;1;2;2;2;1;1;1;1;2;2; ; ;2; ; ; ;2;3;3;2;3;3;1;1;1;1;1;1;4;3;2;2;15;3;3;2;2;1;3;4;2;3;2;2;3;4;1;0;0;0;0;1;0;0;1; ;2
3784;1,0;1496;1996;25;3;1;2;3;2;1;1;2;2;2; ;1;3;2;10;1;1,0905838429002;6;2;1;1;1;2;2;2;2;2;3;2;2; ;2;2;2;1;1;1;1;1;2;4;1; ;1;1;1;2;2;2;2;2;2;2;3;3;3;2;1;1;2; ;2; ; ;2; ; ; ;3;3;3;2;3;3;1;1;1;1;1;1;4;1;1;4;3;5;5;5;5;3;2;2;3;1;3;4;3;2;1;1;0;0;0;0;0;0;2;2;2
3784;1,0;1497;1995;27;3;1;2;1;3;2;1;0;2;2; ;1;3;2;15;1;,7289917448637;6;1;1;1;1;1;3;1;2;1;2;2;1;4;2;2;1;1;1;1;1;1;2;4;1; ;1;1;2;1;1;1;1;2;3;1;3;1;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;1;6;3;2;1;2;1;4;5;4;4;1;4;4;1;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;1498;1961;61;10;1;7;3;1;1;1;28;2;2; ;1;1;5;3;3;1,2971478550348;5;1;1;1;1;1;2;2;2;2;3;3;1;1;2;2;2;2;1;1;1;1;2;5;5; ; ;1;2;1;1;1;1;1;1;2;2;1;1;1;4;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;3;2;2;2;2;3;2;3;1;3;3;2;3;2;3;3;2;1;1;0;0;0;0;0;1;1; ;2
3784;1,0;1499;1994;27;3;1;3;3;2;1;1;3;2;2; ;1;2;2;13;2;,7395480184855;2;2;2;1;1;1;2;2;1;2;2;3;2; ;1;1;1;1;1;2; ;1;3;5;2;1;1;2;2;2;1;1;1;1;3;3;4;2;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;1;10;2;1;3;1;1;2;3;4;3;3;3;3;1;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;1500;1990;32;4;1;3;3;2;1;1;8;2;2; ;1;2;2;10;2;,7421123246677;7;1;2;1;1;1;1;1;1;1;1;1;2; ;2;2;1;1;1;1;1;1;2;5;4; ;1;2;2;2;1;1;1;1;1;2;2;2;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;2;15;2;3;3;3;2;4;4;4;4;2;4;4;1;1;1;1;0;0;0;0;0;3;1;2
3784;1,0;1501;1998;23;2;1;2;3;1;1;1;2;2;2; ;1;3;1;3;1;1,4708628210234;9;2;2;2;1;1;2;1;2;1;2;1;1;3;1;1;1;1;1;1;1;1;4;5;1; ;1;1;2;2;1;2;1;1;2;2;3;1;3;2;1;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;1;1;1;1;1;1;4;2;1;2;6;2;3;2;3;1;3;4;3;3;1;4;4;1;1;0;1;0;0;0;1;0;1; ;2
3784;1,0;1502;1970;52;8;1;3;3;2;1;1;9;2;2; ;2;2;4;19;2;,5920543190131;5;2;2;2;2;2;3;1;3;3;3;3;2; ;2;2;1;1;2;1;1;1;3;5;4; ;1;1;3;3;2;3;3;3;3;3;3;3;3;2;3;1;2; ;1;2;1;3; ; ; ;3;2;2;2;2;2;2;2;1;1;1;1;4;2;1;1;7;3;2;2;2;1;3;2;2;3;2;4;4;1;1;1;1;1;0;0;0;0;1; ;2
3784;1,0;1503;1970;51;8;1;2;3;2;1;1;0;2;2; ;1;3;4;14;1;,5473658839823;5;2;2;2;2;2;2;2;3;3;3;3;2; ;2;2;2;2;2;2; ;2;2;2;2;3;1;1;3;2;2;3;3;3;3;3;3;1;3;2;1;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;1;1;2;0;2;2;3;3;3;3;3;3;3;3;3;3;2;0;1;0;1;0;0;0;0;2;1;2
3784;1,0;1504;1993;28;3;1;3;3;1;1;1;1;2;2; ;2;2;2;6;2;,9610314622665;5;1;1;1;1;1;3;1;3;2;2;1;2; ;1;2;1;1;1;1;1;2;1;2;4; ;3;2;2;2;1;2;1;2;3;4;3;3;1;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;1;1;1;10;3;3;1;1;1;3;4;4;4;2;4;4;1;0;0;0;0;0;1;0;0;1; ;1
3784;1,0;1505;1995;27;3;1;2;2;4;2;1;0;2;1;12;1;3;2;17;1;,8748824789601;6;2;2;2;2;2;3;2;1;1;1;1;1;2;2;1;1;1;2;1;1;1;2;5;3; ;1;1;2;2;1;1;1;2;3;3;2;4;3;3;1;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;4;2;1;2;6;2;2;3;2;1;4;3;2;4;1;4;1;1;1;0;1;0;0;0;0;0;1; ;2
3784;1,0;1506;1993;28;3;1;3;3;2;1;2;3;2;2; ;1;2;2;14;2;1,5625289546689;6;1;3;3;2;2;2;3;3;2;3;3;2; ;1;2;1;1;2;2; ;1;3;3;2;3;1;1;2;2;2;2;3;3;3;2;3;1;2;3;1;1;2; ;1;1;2;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;4;2;3;3;0;4;4;4;4;2;2;3;3;3;3;3;3;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;1507;1995;27;3;1;3;3;2;1;1;6;2;2; ;1;2;2;14;2;1,1164648193016;6;1;1;2;2;1;2;1;2;1;2;2;2; ;2;1;1;1;1;1;1;1;1;5;5; ; ;2;1;2;2;1;2;2;2;2;2;4;2;1;1;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;3;2;1;1;2;1;2;2;2;2;4;4;4;3;1;4;4;1;0;0;0;1;0;0;0;0;2;2;2
3784;1,0;1508;1971;51;8;1;3;2;4;1;1;6;2;2; ;1;2;4;17;2;,8077556829533;5;1;2;2;2;2;3;2;2;2;3;2;2; ;2;2;1;1;2;1;1;1;2;3;4; ;1;1;2;1;1;1;1;1;3;3;3;3;3;1;3;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;2;2;2;1;2;1;3;1;2;3;4;3;4;2;4;2;4;4;4;3;2;3;3;1;1;1;1;1;0;0;0;0;1; ;2
3784;1,0;1509;1972;49;7;1;2;1;3;1;1;1;2;2; ;2;3;4;15;1;,5473658839823;3;1;1;1;2;2;2;3;2;2;2;1;1;5;1;1;1;1;1;1;1;1;4;5;1; ;1;1;1;4;2;3;2;2;3;1;3;1;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;2;0;1;2;3;2;1;3;2;2;2;2;4;4;2;1;1;0;0;0;0;1;0;2;1;2
3784;1,0;1510;1984;38;5;1;2;3;1;1;1;8;2;2; ;1;3;3;3;1;,6624482615592;6;1;1;1;2;1;2;1;2;1;2;2;1;2;2;1;1;1;1;1;1;1;1;2;2;3;1;1;2;1;1;2;2;2;2;3;1;1;1;2;2;1;1;2;2; ; ;3; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;2;1;3;3;1;2;3;2;3;4;4;5;1;3;4;2;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;1511;1963;59;9;1;4;1;3;1;1;41;2;2; ;1;2;5;15;2;,6238944318957;4;2;1;2;2;3;3;1;2;3;3;3;2; ;2;2;2;2;2;1;1;1;2;5;5; ; ;1;2;1;1;1;1;1;2;2;4;3;3;2;3;1;2; ;3; ; ;2; ; ; ;3;3;3;3;3;3;3;1;1;1;1;1;3;3;3;3;8;2;1;3;3;2;3;3;2;2;2;4;4;3;0;1;1;1;1;0;0;0;1; ;2
3784;1,0;1512;1978;44;6;1;8;3;2;1;1;20;2;2; ;2;1;3;8;3;,8805083478353;6;1;2;1;1;1;3;1;3;3;3;4;1;2;2;2;2;1;1;1;1;1;4;5;4; ;1;2;1;4;1;9;2;4;3;2;3;4;1;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;1;0;1;1;1;1;1;5;5;5;1;2;4;4;1;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;1513;1973;49;7;1;3;3;1;1;1;6;2;2; ;2;2;4;6;2;,5920543190131;4;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;5;3; ;1;1;2;1;1;1;1;1;2;2;2;2;1;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;2;2;2;3;3;3;2;2;2;2;4;4;4;2;4;4;1;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;1514;1968;54;8;1;5;3;2;1;1;8;2;2; ;2;2;4;7;2;,9536464170496;6;2;2;2;2;2;3;2;2;2;2;2;2; ;2;2;2;1;2;1;1;1;2;5;5; ; ;2;4;3;2;2;2;2;3;2;2;3;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;10;1;2;3;2;2;3;3;2;4;2;4;4;2;1;0;1;0;0;0;0;0;2;1;1
3784;1,0;1515;1988;34;4;1;1;3;1;1;1;0;2;2; ;1;3;2;3;1;,7416989032246;7;2;2;1;2;3;2;1;2;1;2;2;1;5;2;2;2;1;1;2; ;2;1;3;3; ;1;1;2;1;2;1;2;1;2;3;1;1;1;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;1;1;2;2;2;4;2;3;2;4;3;4;4;2;4;3;2;1;0;0;0;0;0;0;0;2;1;1
3784;1,0;1516;1961;61;10;1;5;3;2;1;2;6;2;2; ;2;1;5;17;3;1,3547311872940;2;1;1;1;1;1;4;2;3;2;2;1;2; ;2;2;2;2;1;9; ;1;2;5;5; ; ;2;1;2;9;1;9;9;1;1;1;3;2;3;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;3;4;2;1;0;1;2;2;2;3;4;4;4;4;1;3;4;3;1;0;1;0;0;0;0;0;2;2;1
3784;1,0;1517;1995;26;3;1;9;3;1;1;1;5;2;2; ;1;1;2;6;3;1,3502640241806;6;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2; ;1;2;5;5; ; ;2;2;2;2;2;1;2;1;1;2;2;3;2;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;2;2;3;2;20;3;2;2;2;2;4;4;3;4;1;4;4;1;1;1;1;1;1;0;0;0;1; ;2
3784;1,0;1518;1984;38;5;1;7;3;1;1;1;17;2;2; ;2;1;3;3;3;1,0399873157954;5;3;2;2;2;1;2;1;2;2;2;2;1;3;1;1;1;1;1;1;1;1;4;5;5; ; ;1;2;2;1;1;2;1;3;3;2;4;2;2;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;2;3;2;2;3;2;2;3;2;2;4;3;3;4;2;4;4;1;1;0;1;0;0;0;0;0;1; ;2
3784;1,0;1519;1958;64;10;1;7;3;1;1;1;22;2;2; ;2;1;5;3;3;,8576936367747;1;3;4;2;2;2;4;3;2;1;2;3;1;5;1;2;1;2;2;1;1;1;2;5;5; ; ;2;2;4;3;4;2;3;2;1;3;2;4;1;4;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;2;1;10;2;1;1;2;3;5;5;5;4;1;2;4;3;1;1;0;0;0;1;0;0;2;2;1
3784;1,0;1520;1985;36;5;1;3;2;4;1;1;1;2;2; ;1;2;3;17;2;1,0721741763116;2;2;1;1;2;2;3;3;2;2;3;2;1;1;1;2;2;1;2;1;1;2;2;4;3; ;1;1;2;3;1;2;2;1;3;3;3;3;3;1;4;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;2;1;2;2;5;3;4;4;2;2;3;3;3;3;1;3;3;1;1;1;1;0;0;0;0;0;1; ;2
3784;1,0;1521;1975;46;7;1;3;3;1;1;1;7;2;2; ;1;2;4;6;2;,8999883272517;6;1;3;3;2;3;4;2;2;2;3;3;2; ;2;2;2;1;1;2; ;2;1;2;4; ;1;2;2;3;1;4;4;4;1;1;1;1;1;1;1;2;2; ;3; ; ;2; ; ; ;2;2;2;2;2;1;3;2;1;1;2;1;4;2;2;1;0;2;2;3;4;3;3;3;4;3;1;4;4;1;0;0;1;0;0;0;0;0;2;1;1
3784;1,0;1522;1981;41;6;1;8;3;1;1;1;7;2;2; ;1;1;3;3;3;1,1155800254802;7;2;2;2;2;2;3;2;3;2;2;3;2; ;2;2;2;2;1;2; ;2;1;4;5; ; ;1;2;2;2;2;2;2;4;4;3;4;3;3;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;3;22;5;4;3;4;2;1;2;3;3;3;2;2;3;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;1523;1965;57;9;1;2;1;3;1;1;26;2;2; ;1;3;5;15;1;,5223301334083;7;2;1;1;2;1;2;2;2;2;2;3;1;3;1;2;1;2;1;1;1;1;3;5;2;2;1;1;2;2;1;2;1;2;3;3;4;1;2;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;2;2;2;0;3;3;3;3;1;3;3;4;4;2;3;3;3;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;1524;1985;37;5;1;3;3;2;1;1;0;2;2; ;2;2;3;17;2;1,0438240947434;3;2;2;2;2;1;3;3;3;3;3;3;1;1;1;2;2;1;1;1;1;2;2;2;5; ; ;2;4;2;1;2;1;2;4;4;4;4;2;2;3;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;3;8;3;3;3;3;1;3;3;2;5;2;3;4;1;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;1525;1985;36;5;1;5;2;4;1;1;7;2;2; ;2;2;3;15;2;,8249049571445;7;1;3;3;3;2;2;2;2;2;2;2;1;2;1;1;1;2;2;1;1;1;2;5;5; ; ;1;2;1;1;1;1;1;2;2;3;3;3;2;5;2;2; ;2; ; ;2; ; ; ;2;1;2;2;2;2;2;2;1;1;3;2;2;3;1;1;10;2;2;2;2;2;4;4;4;4;2;4;4;1;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;1526;1975;47;7;1;2;2;4;1;1;7;2;2; ;2;3;4;13;1;,7094091581246;7;2;2;1;1;1;3;2;2;2;2;2;2; ;1;2;1;1;1;1;1;1;2;5;1; ;1;1;2;3;1;2;1;3;2;1;1;1;2;2;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;2;1;1;4;2;2;3;8;3;3;2;4;2;2;3;3;3;2;4;3;2;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;1527;1974;47;7;1;8;3;1;1;1;27;2;2; ;1;1;4;3;3;,9376120965794;6;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2;2;2;2;2; ;2;2;5;5; ; ;1;2;2;2;2;2;2;2;3;3;3;3;3;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;3;3;2;2;0;4;2;3;2;2;3;3;3;3;2;3;3;2;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;1528;1969;53;8;1;5;2;4;1;1;18;2;2; ;1;2;4;15;2;,9126954856126;5;1;3;3;2;2;2;3;2;2;2;2;2; ;1;2;2;1;1;1;2;2;2;4;5; ; ;1;3;2;2;2;3;2;3;3;4;4;3;2;5;1;2; ;1;2;1;2; ; ; ;2;2;2;2;1;2;2;2;2;1;1;1;2;2;4;2;20;2;2;2;3;2;3;3;3;4;1;3;3;2;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;1529;1958;63;10;1;6;2;9;1;1;0;2;2; ;2;1;5;1;3;,8514130661395;1;2;1;1;2;2;3;3;2;2;2;2;1;5;1;2;2;2;2;1;1;3;3;5;5; ; ;2;3;2;2;2;1;2;3;3;4;3;3;2;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;1;3;2;2;6;2;2;3;2;1;2;3;3;3;1;4;4;4;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;1530;1968;54;8;1;1;1;3;1;1;30;2;2; ;1;3;4;15;1;,7158357458502;9;1;1;2;1;1;1;1;1;1;2;2;1;14;2;2;1;1;2;1;1;1;2;5;3; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;3;2; ; ;2; ; ; ;2;1;2;2;2;3;1;1;1;1;1;1;4;3;1;1;0;1;1;2;2;1;4;4;4;4;1;4;4;3;0;1;0;0;0;1;0;1;1; ;1
3784;1,0;1531;1979;43;6;1;7;3;2;1;1;1;2;2; ;1;1;3;7;3;1,0337067451602;1;1;1;1;1;1;2;1;2;1;1;1;2; ;2;2;2;2;2;2; ;1;4;5;5; ; ;2;1;2;2;1;2;1;2;3;3;2;2;2;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;2;1;2;5;2;2;2;2;2;4;4;4;3;2;1;3;3;1;1;0;0;0;0;0;0;4;1;2
3784;1,0;1532;1975;47;7;1;7;3;1;1;2;12;2;2; ;1;1;4;6;3;1,3169623750239;3;2;2;2;3;2;2;1;3;2;3;2;2; ;2;2;2;2;1;1;1;1;3;5;5; ; ;2;2;2;1;2;2;2;3;1;3;3;3;1;6; ; ; ;1;1;1;1;2;1;2;3;3;3;1;1;3;2;2;4;1;1;1;2;2;2;3;5;2;3;3;3;2;3;2;3;2;3;1;3;2;1;1;0;1;1;0;0;0;1; ;2
3784;1,0;1533;1978;44;6;1;8;3;1;1;1;5;2;2; ;2;1;3;6;3;1,0678389065693;3;1;1;2;2;2;2;1;1;2;2;2;1;1;1;2;1;1;2;1;1;1;1;5;5; ; ;1;1;1;1;1;2;2;3;2;3;3;2;1;1;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;1;0;1;1;2;2;2;5;5;5;4;1;4;4;1;1;1;1;0;0;0;0;0;2;2;1
3784;1,0;1534;1977;45;7;1;3;1;3;2;1;18;2;2; ;1;2;4;15;2;,7478170225202;10;3;2;2;2;2;2;2;2;1;2;2;1;4;1;2;1;1;1;1;1;2;2;2;3; ;2;1;3;1;2;2;1;3;3;3;3;4;2;2;1;1;1;2;3; ; ;1;2;1;2;2;2;2;2;2;3;2;1;2;1;1;1;3;2;2;3;5;3;4;3;3;2;3;3;4;5;2;4;4;1;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;1535;1963;59;9;1;7;3;1;1;1;6;2;2; ;2;1;5;6;3;,7758203564548;1;2;1;1;1;1;3;2;2;2;2;2;2; ;2;2;2;2;1;2; ;1;4;4;5; ; ;2;2;1;2;2;2;2;2;1;2;3;3;2;5;2;2; ;2; ; ;2; ; ; ;2;3;3;2;2;2;4;1;1;1;1;1;3;2;2;2;0;1;3;3;2;3;4;3;5;3;2;2;2;2;0;1;0;0;0;0;0;0;2;1;2
3784;1,0;1536;1978;43;6;1;9;3;2;1;1;21;2;2; ;1;1;3;8;3;1,0362710513424;2;3;1;1;1;1;2;2;2;2;2;2;2; ;1;2;1;2;2;2; ;3;1;5;5; ; ;1;1;1;1;1;1;2;3;3;3;3;3;3;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;1;1;5;1;2;1;1;1;4;4;4;4;2;3;3;3;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;1537;1963;59;9;1;9;3;2;2;1;0;2;2; ;1;1;5;14;3;1,4529105585419;1;2;1;1;1;1;2;1;2;2;1;2;2; ;2;2;2;2;2;2; ;1;4;5;5; ; ;1;3;2;2;2;2;2;2;1;2;1;2;2;6; ; ; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;1;4;2;2;4;1;1;2;2;2;4;4;4;5;1;1;1;2;0;0;0;0;0;0;0;1;1; ;2
3784;1,0;1538;1967;55;9;1;2;3;1;1;1;27;2;2; ;1;3;5;3;1;,5603245763608;4;1;2;1;2;2;2;2;3;1;2;2;2; ;2;2;1;1;1;1;1;1;2;3;2;4;1;1;2;2;2;2;2;2;3;3;3;2;3;1;1;1;2; ;3; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;3;2;1;2;0;2;2;2;3;2;4;4;4;3;2;3;3;2;1;1;0;1;0;0;0;0;1; ;2
3784;1,0;1539;1961;61;10;1;5;3;2;1;1;10;2;2; ;1;1;5;19;3;1,4529105585419;2;3;1;2;1;1;3;1;2;2;2;2;2; ;2;2;1;2;2;1;1;2;2;3;5; ; ;1;3;1;1;2;2;1;2;2;3;2;2;2;4;1;1;2;2; ; ;2; ; ; ;2;1;1;2;2;2;1;1;1;1;1;1;2;1;3;1;3;2;2;3;2;2;3;3;2;4;1;2;4;2;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;1540;1960;62;10;1;2;2;4;1;2;23;2;2; ;2;3;5;16;1;,7633187819401;6;2;2;1;2;2;2;1;2;2;3;2;1;1;2;2;2;2;2;2; ;2;2;5;5; ; ;1;2;2;1;1;2;2;3;3;4;4;3;1;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;2;1;1;1;3;2;2;2;3;2;2;3;2;2;4;4;4;2;3;4;4;2;0;1;1;0;0;1;0;0;1; ;2
3784;1,0;1541;1977;45;7;1;2;3;2;1;1;4;2;2; ;1;3;4;10;1;,9089579820188;2;1;2;2;2;1;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;1;2;5;3; ;1;1;2;1;1;1;1;1;2;2;3;2;3;1;1;1;2; ;3; ; ;2; ; ; ;2;2;3;3;2;3;1;1;2;1;1;1;4;2;2;2;2;3;3;3;3;2;4;4;4;4;2;4;4;1;1;1;0;0;0;0;1;0;2;2;2
3784;1,0;1542;1995;27;3;1;3;1;3;1;1;1;2;2; ;1;2;2;15;2;,9893815438347;11;2;3;2;3;3;2;2;2;2;3;3;2; ;1;1;1;1;1;1;1;2;4;4;1; ;1;1;3;2;2;2;1;2;3;3;4;2;3;2;1;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;1;1;2;1;1;1;4;2;1;2;10;2;3;3;3;2;3;3;3;3;2;4;4;2;1;0;0;1;0;0;0;0;2;1;2
3784;1,0;1543;1986;36;5;1;2;3;1;1;1;3;2;2; ;1;3;3;3;1;,6181732479715;11;1;3;2;2;2;3;2;3;2;3;3;2; ;1;2;2;2;2;1;1;1;2;4;1; ;1;1;2;2;2;2;2;2;3;2;3;2;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;4;3;3;2;3;2;3;3;3;3;3;3;3;2;1;0;0;1;0;0;0;0;1; ;2
